visit_id,visit_date,customer_id,sales_id,van_id,successful_visit,transaction_amount,notes
VIS_JED_000055,2026-02-28,CUS_JED_0006,SAL_JED_003,VAN_JED_003,True,6658.62,Invoice issued.
VIS_JED_000220,2026-02-28,CUS_JED_0022,SAL_JED_003,VAN_JED_003,True,4274.58,Standard visit; order processed.
VIS_JED_000271,2026-02-28,CUS_JED_0027,SAL_JED_001,VAN_JED_001,True,324.54,Invoice issued.
VIS_JED_000302,2026-02-28,CUS_JED_0030,SAL_JED_002,VAN_JED_002,True,2304.48,Promotional items ordered.
VIS_JED_000504,2026-02-28,CUS_JED_0050,SAL_JED_001,VAN_JED_001,True,798.63,Promotional items ordered.
VIS_JED_000536,2026-02-28,CUS_JED_0053,SAL_JED_001,VAN_JED_001,True,445.91,Standard visit; order processed.
VIS_JED_000567,2026-02-28,CUS_JED_0056,SAL_JED_001,VAN_JED_001,False,0.0,Credit limit exceeded.
VIS_JED_000775,2026-02-28,CUS_JED_0076,SAL_JED_003,VAN_JED_003,True,716.99,Standard visit; order processed.
VIS_JED_000805,2026-02-28,CUS_JED_0079,SAL_JED_003,VAN_JED_003,True,2763.92,Paid on delivery.
VIS_JED_000826,2026-02-28,CUS_JED_0081,SAL_JED_003,VAN_JED_003,True,390.75,Standard visit; order processed.
VIS_JED_000847,2026-02-28,CUS_JED_0083,SAL_JED_003,VAN_JED_003,False,0.0,Customer requested reschedule.
VIS_RUH_000053,2026-02-28,CUS_RUH_0006,SAL_RUH_003,VAN_RUH_003,True,256.44,Invoice issued.
VIS_RUH_000155,2026-02-28,CUS_RUH_0016,SAL_RUH_003,VAN_RUH_003,True,718.07,Order placed successfully.
VIS_RUH_000300,2026-02-28,CUS_RUH_0030,SAL_RUH_002,VAN_RUH_002,True,605.42,Paid on delivery.
VIS_RUH_000456,2026-02-28,CUS_RUH_0045,SAL_RUH_001,VAN_RUH_001,False,0.0,Customer requested reschedule.
VIS_RUH_000527,2026-02-28,CUS_RUH_0052,SAL_RUH_003,VAN_RUH_003,True,12390.7,New SKUs added to order.
VIS_RUH_000548,2026-02-28,CUS_RUH_0054,SAL_RUH_003,VAN_RUH_003,True,3910.11,Order placed successfully.
VIS_RUH_000661,2026-02-28,CUS_RUH_0065,SAL_RUH_001,VAN_RUH_001,False,0.0,Credit limit exceeded.
VIS_RUH_000672,2026-02-28,CUS_RUH_0066,SAL_RUH_002,VAN_RUH_002,True,2353.35,Paid on delivery.
VIS_RUH_000714,2026-02-28,CUS_RUH_0070,SAL_RUH_001,VAN_RUH_001,True,427.73,Standard visit; order processed.
VIS_RUH_000774,2026-02-28,CUS_RUH_0076,SAL_RUH_003,VAN_RUH_003,True,518.8,Paid on delivery.
VIS_RUH_000785,2026-02-28,CUS_RUH_0077,SAL_RUH_002,VAN_RUH_002,False,0.0,Competitor promotion; no order.
VIS_RUH_000827,2026-02-28,CUS_RUH_0081,SAL_RUH_003,VAN_RUH_003,False,0.0,Credit limit exceeded.
VIS_RUH_000908,2026-02-28,CUS_RUH_0089,SAL_RUH_003,VAN_RUH_003,True,1037.97,Promotional items ordered.
VIS_RUH_000982,2026-02-28,CUS_RUH_0096,SAL_RUH_001,VAN_RUH_001,True,19019.18,Client satisfied with delivery.
VIS_DMM_000020,2026-03-01,CUS_DMM_0003,SAL_DMM_003,VAN_DMM_003,True,19416.37,Paid on delivery.
VIS_DMM_000062,2026-03-01,CUS_DMM_0007,SAL_DMM_002,VAN_DMM_002,True,3228.23,Seasonal top-up order.
VIS_DMM_000103,2026-03-01,CUS_DMM_0011,SAL_DMM_002,VAN_DMM_002,True,3603.37,Promotional items ordered.
VIS_DMM_000114,2026-03-01,CUS_DMM_0012,SAL_DMM_001,VAN_DMM_001,True,15615.74,Order placed successfully.
VIS_DMM_000165,2026-03-01,CUS_DMM_0017,SAL_DMM_002,VAN_DMM_002,False,0.0,Payment overdue; order withheld.
VIS_DMM_000217,2026-03-01,CUS_DMM_0022,SAL_DMM_001,VAN_DMM_001,True,821.12,Promotional items ordered.
VIS_DMM_000268,2026-03-01,CUS_DMM_0027,SAL_DMM_001,VAN_DMM_001,False,0.0,Competitor promotion; no order.
VIS_DMM_000401,2026-03-01,CUS_DMM_0040,SAL_DMM_001,VAN_DMM_001,True,12085.25,Repeat order; no issues.
VIS_DMM_000443,2026-03-01,CUS_DMM_0044,SAL_DMM_001,VAN_DMM_001,True,690.03,New SKUs added to order.
VIS_DMM_000503,2026-03-01,CUS_DMM_0050,SAL_DMM_001,VAN_DMM_001,True,8776.52,Standard visit; order processed.
VIS_DMM_000564,2026-03-01,CUS_DMM_0056,SAL_DMM_003,VAN_DMM_003,False,0.0,Credit limit exceeded.
VIS_DMM_000575,2026-03-01,CUS_DMM_0057,SAL_DMM_002,VAN_DMM_002,True,22577.37,Client satisfied with delivery.
VIS_DMM_000647,2026-03-01,CUS_DMM_0064,SAL_DMM_003,VAN_DMM_003,False,0.0,Credit limit exceeded.
VIS_DMM_000658,2026-03-01,CUS_DMM_0065,SAL_DMM_003,VAN_DMM_003,True,476.53,Client satisfied with delivery.
VIS_DMM_000679,2026-03-01,CUS_DMM_0067,SAL_DMM_002,VAN_DMM_002,True,8949.1,Promotional items ordered.
VIS_DMM_000792,2026-03-01,CUS_DMM_0078,SAL_DMM_002,VAN_DMM_002,True,3951.69,Promotional items ordered.
VIS_DMM_000803,2026-03-01,CUS_DMM_0079,SAL_DMM_002,VAN_DMM_002,True,4223.82,Standard visit; order processed.
VIS_DMM_000834,2026-03-01,CUS_DMM_0082,SAL_DMM_003,VAN_DMM_003,False,0.0,Shop closed at time of visit.
VIS_DMM_000845,2026-03-01,CUS_DMM_0083,SAL_DMM_003,VAN_DMM_003,True,3232.16,Repeat order; no issues.
VIS_JED_000001,2026-03-01,CUS_JED_0001,SAL_JED_002,VAN_JED_002,False,0.0,Credit limit exceeded.
VIS_JED_000012,2026-03-01,CUS_JED_0002,SAL_JED_002,VAN_JED_002,True,473.39,Invoice issued.
VIS_JED_000023,2026-03-01,CUS_JED_0003,SAL_JED_002,VAN_JED_002,True,6658.86,Promotional items ordered.
VIS_JED_000096,2026-03-01,CUS_JED_0010,SAL_JED_003,VAN_JED_003,True,11252.51,Full order confirmed.
VIS_JED_000107,2026-03-01,CUS_JED_0011,SAL_JED_001,VAN_JED_001,True,16261.92,New SKUs added to order.
VIS_JED_000118,2026-03-01,CUS_JED_0012,SAL_JED_003,VAN_JED_003,True,615.46,Full order confirmed.
VIS_JED_000209,2026-03-01,CUS_JED_0021,SAL_JED_003,VAN_JED_003,True,8732.26,Paid on delivery.
VIS_JED_000402,2026-03-01,CUS_JED_0040,SAL_JED_003,VAN_JED_003,True,778.2,New SKUs added to order.
VIS_JED_000452,2026-03-01,CUS_JED_0045,SAL_JED_002,VAN_JED_002,False,0.0,Customer not available.
VIS_JED_000483,2026-03-01,CUS_JED_0048,SAL_JED_001,VAN_JED_001,True,4094.82,Invoice issued.
VIS_JED_000515,2026-03-01,CUS_JED_0051,SAL_JED_001,VAN_JED_001,False,0.0,Customer not available.
VIS_JED_000578,2026-03-01,CUS_JED_0057,SAL_JED_003,VAN_JED_003,True,731.26,Full order confirmed.
VIS_JED_000618,2026-03-01,CUS_JED_0061,SAL_JED_003,VAN_JED_003,False,0.0,No decision-maker present.
VIS_JED_000649,2026-03-01,CUS_JED_0064,SAL_JED_002,VAN_JED_002,True,783.7,Seasonal top-up order.
VIS_JED_000660,2026-03-01,CUS_JED_0065,SAL_JED_003,VAN_JED_003,False,0.0,Customer not available.
VIS_JED_000681,2026-03-01,CUS_JED_0067,SAL_JED_003,VAN_JED_003,True,9785.65,Order placed successfully.
VIS_JED_000712,2026-03-01,CUS_JED_0070,SAL_JED_003,VAN_JED_003,True,750.81,Client satisfied with delivery.
VIS_JED_000723,2026-03-01,CUS_JED_0071,SAL_JED_002,VAN_JED_002,True,882.74,Full order confirmed.
VIS_JED_000764,2026-03-01,CUS_JED_0075,SAL_JED_001,VAN_JED_001,True,4069.64,Order placed successfully.
VIS_JED_000917,2026-03-01,CUS_JED_0090,SAL_JED_001,VAN_JED_001,False,0.0,Payment overdue; order withheld.
VIS_JED_000977,2026-03-01,CUS_JED_0096,SAL_JED_001,VAN_JED_001,True,444.84,Standard visit; order processed.
VIS_RUH_000021,2026-03-01,CUS_RUH_0003,SAL_RUH_002,VAN_RUH_002,True,3877.1,Full order confirmed.
VIS_RUH_000032,2026-03-01,CUS_RUH_0004,SAL_RUH_001,VAN_RUH_001,True,12443.69,New SKUs added to order.
VIS_RUH_000133,2026-03-01,CUS_RUH_0014,SAL_RUH_003,VAN_RUH_003,True,778.32,New SKUs added to order.
VIS_RUH_000144,2026-03-01,CUS_RUH_0015,SAL_RUH_002,VAN_RUH_002,True,821.22,Promotional items ordered.
VIS_RUH_000235,2026-03-01,CUS_RUH_0024,SAL_RUH_003,VAN_RUH_003,True,3407.48,Seasonal top-up order.
VIS_RUH_000246,2026-03-01,CUS_RUH_0025,SAL_RUH_002,VAN_RUH_002,True,6764.2,Promotional items ordered.
VIS_RUH_000267,2026-03-01,CUS_RUH_0027,SAL_RUH_003,VAN_RUH_003,True,3756.91,Order placed successfully.
VIS_RUH_000278,2026-03-01,CUS_RUH_0028,SAL_RUH_001,VAN_RUH_001,False,0.0,Shop closed at time of visit.
VIS_RUH_000289,2026-03-01,CUS_RUH_0029,SAL_RUH_003,VAN_RUH_003,True,1846.8,New SKUs added to order.
VIS_RUH_000311,2026-03-01,CUS_RUH_0031,SAL_RUH_001,VAN_RUH_001,False,0.0,No decision-maker present.
VIS_RUH_000342,2026-03-01,CUS_RUH_0034,SAL_RUH_002,VAN_RUH_002,True,3362.32,Promotional items ordered.
VIS_RUH_000353,2026-03-01,CUS_RUH_0035,SAL_RUH_002,VAN_RUH_002,True,15671.45,Standard visit; order processed.
VIS_RUH_000374,2026-03-01,CUS_RUH_0037,SAL_RUH_003,VAN_RUH_003,True,6279.43,Full order confirmed.
VIS_RUH_000394,2026-03-01,CUS_RUH_0039,SAL_RUH_003,VAN_RUH_003,False,0.0,No decision-maker present.
VIS_RUH_000415,2026-03-01,CUS_RUH_0041,SAL_RUH_003,VAN_RUH_003,True,13229.2,Order placed successfully.
VIS_RUH_000559,2026-03-01,CUS_RUH_0055,SAL_RUH_002,VAN_RUH_002,False,0.0,Customer not available.
VIS_RUH_000580,2026-03-01,CUS_RUH_0057,SAL_RUH_003,VAN_RUH_003,False,0.0,Order cancelled by customer.
VIS_RUH_000693,2026-03-01,CUS_RUH_0068,SAL_RUH_002,VAN_RUH_002,True,977.85,Standard visit; order processed.
VIS_RUH_000806,2026-03-01,CUS_RUH_0079,SAL_RUH_003,VAN_RUH_003,False,0.0,Customer requested reschedule.
VIS_RUH_000919,2026-03-01,CUS_RUH_0090,SAL_RUH_002,VAN_RUH_002,True,9705.35,Promotional items ordered.
VIS_RUH_000940,2026-03-01,CUS_RUH_0092,SAL_RUH_002,VAN_RUH_002,True,17086.22,Standard visit; order processed.
VIS_RUH_000971,2026-03-01,CUS_RUH_0095,SAL_RUH_002,VAN_RUH_002,False,0.0,Customer not available.
VIS_DMM_000042,2026-03-02,CUS_DMM_0005,SAL_DMM_002,VAN_DMM_002,True,540.19,Full order confirmed.
VIS_DMM_000082,2026-03-02,CUS_DMM_0009,SAL_DMM_003,VAN_DMM_003,True,938.28,Order placed successfully.
VIS_DMM_000136,2026-03-02,CUS_DMM_0014,SAL_DMM_001,VAN_DMM_001,True,964.93,Promotional items ordered.
VIS_DMM_000258,2026-03-02,CUS_DMM_0026,SAL_DMM_002,VAN_DMM_002,True,901.77,Full order confirmed.
VIS_DMM_000289,2026-03-02,CUS_DMM_0029,SAL_DMM_001,VAN_DMM_001,True,3940.74,Order placed successfully.
VIS_DMM_000329,2026-03-02,CUS_DMM_0033,SAL_DMM_002,VAN_DMM_002,False,0.0,Shop closed at time of visit.
VIS_DMM_000339,2026-03-02,CUS_DMM_0034,SAL_DMM_003,VAN_DMM_003,True,5148.39,Promotional items ordered.
VIS_DMM_000381,2026-03-02,CUS_DMM_0038,SAL_DMM_003,VAN_DMM_003,True,607.24,Full order confirmed.
VIS_DMM_000412,2026-03-02,CUS_DMM_0041,SAL_DMM_003,VAN_DMM_003,True,10067.76,Full order confirmed.
VIS_DMM_000422,2026-03-02,CUS_DMM_0042,SAL_DMM_001,VAN_DMM_001,True,3342.49,Standard visit; order processed.
VIS_DMM_000493,2026-03-02,CUS_DMM_0049,SAL_DMM_001,VAN_DMM_001,False,0.0,Customer requested reschedule.
VIS_DMM_000606,2026-03-02,CUS_DMM_0060,SAL_DMM_001,VAN_DMM_001,True,893.56,New SKUs added to order.
VIS_DMM_000700,2026-03-02,CUS_DMM_0069,SAL_DMM_002,VAN_DMM_002,True,407.94,Order placed successfully.
VIS_DMM_000824,2026-03-02,CUS_DMM_0081,SAL_DMM_002,VAN_DMM_002,True,1034.3,Seasonal top-up order.
VIS_DMM_000856,2026-03-02,CUS_DMM_0084,SAL_DMM_003,VAN_DMM_003,True,9534.55,Full order confirmed.
VIS_DMM_001004,2026-03-02,CUS_DMM_0099,SAL_DMM_001,VAN_DMM_001,True,9297.17,Seasonal top-up order.
VIS_JED_000076,2026-03-02,CUS_JED_0008,SAL_JED_003,VAN_JED_003,True,688.13,New SKUs added to order.
VIS_JED_000086,2026-03-02,CUS_JED_0009,SAL_JED_002,VAN_JED_002,True,561.32,Paid on delivery.
VIS_JED_000189,2026-03-02,CUS_JED_0019,SAL_JED_002,VAN_JED_002,True,4318.27,Invoice issued.
VIS_JED_000231,2026-03-02,CUS_JED_0023,SAL_JED_003,VAN_JED_003,True,758.23,Seasonal top-up order.
VIS_JED_000413,2026-03-02,CUS_JED_0041,SAL_JED_001,VAN_JED_001,True,70.0,New SKUs added to order.
VIS_JED_000432,2026-03-02,CUS_JED_0043,SAL_JED_002,VAN_JED_002,True,1632.1,Repeat order; no issues.
VIS_JED_000494,2026-03-02,CUS_JED_0049,SAL_JED_002,VAN_JED_002,True,1031.66,Invoice issued.
VIS_JED_000639,2026-03-02,CUS_JED_0063,SAL_JED_002,VAN_JED_002,True,2668.51,Standard visit; order processed.
VIS_JED_000671,2026-03-02,CUS_JED_0066,SAL_JED_002,VAN_JED_002,True,532.75,Seasonal top-up order.
VIS_JED_000692,2026-03-02,CUS_JED_0068,SAL_JED_003,VAN_JED_003,True,770.14,Full order confirmed.
VIS_JED_000702,2026-03-02,CUS_JED_0069,SAL_JED_003,VAN_JED_003,True,825.71,Paid on delivery.
VIS_JED_000754,2026-03-02,CUS_JED_0074,SAL_JED_002,VAN_JED_002,True,3886.04,Promotional items ordered.
VIS_JED_000796,2026-03-02,CUS_JED_0078,SAL_JED_001,VAN_JED_001,False,0.0,Shop closed at time of visit.
VIS_JED_000868,2026-03-02,CUS_JED_0085,SAL_JED_002,VAN_JED_002,True,3538.4,Standard visit; order processed.
VIS_JED_000908,2026-03-02,CUS_JED_0089,SAL_JED_001,VAN_JED_001,True,3822.31,Seasonal top-up order.
VIS_JED_000957,2026-03-02,CUS_JED_0094,SAL_JED_002,VAN_JED_002,False,0.0,Payment overdue; order withheld.
VIS_JED_000967,2026-03-02,CUS_JED_0095,SAL_JED_003,VAN_JED_003,True,4178.61,Order placed successfully.
VIS_JED_001008,2026-03-02,CUS_JED_0099,SAL_JED_001,VAN_JED_001,True,1387.03,Repeat order; no issues.
VIS_RUH_000094,2026-03-02,CUS_RUH_0010,SAL_RUH_003,VAN_RUH_003,True,4704.24,Promotional items ordered.
VIS_RUH_000114,2026-03-02,CUS_RUH_0012,SAL_RUH_001,VAN_RUH_001,True,634.1,Order placed successfully.
VIS_RUH_000196,2026-03-02,CUS_RUH_0020,SAL_RUH_001,VAN_RUH_001,True,5068.57,Invoice issued.
VIS_RUH_000322,2026-03-02,CUS_RUH_0032,SAL_RUH_002,VAN_RUH_002,True,16355.8,Repeat order; no issues.
VIS_RUH_000332,2026-03-02,CUS_RUH_0033,SAL_RUH_002,VAN_RUH_002,True,6072.73,Repeat order; no issues.
VIS_RUH_000364,2026-03-02,CUS_RUH_0036,SAL_RUH_003,VAN_RUH_003,True,932.39,Standard visit; order processed.
VIS_RUH_000385,2026-03-02,CUS_RUH_0038,SAL_RUH_001,VAN_RUH_001,True,12279.21,New SKUs added to order.
VIS_RUH_000405,2026-03-02,CUS_RUH_0040,SAL_RUH_002,VAN_RUH_002,False,0.0,Order cancelled by customer.
VIS_RUH_000477,2026-03-02,CUS_RUH_0047,SAL_RUH_003,VAN_RUH_003,True,823.88,Seasonal top-up order.
VIS_RUH_000621,2026-03-02,CUS_RUH_0061,SAL_RUH_003,VAN_RUH_003,True,79.77,Order placed successfully.
VIS_RUH_000735,2026-03-02,CUS_RUH_0072,SAL_RUH_001,VAN_RUH_001,False,0.0,Customer not available.
VIS_RUH_000817,2026-03-02,CUS_RUH_0080,SAL_RUH_002,VAN_RUH_002,True,889.83,Full order confirmed.
VIS_RUH_000878,2026-03-02,CUS_RUH_0086,SAL_RUH_002,VAN_RUH_002,True,1158.87,Standard visit; order processed.
VIS_RUH_000961,2026-03-02,CUS_RUH_0094,SAL_RUH_003,VAN_RUH_003,True,607.14,Seasonal top-up order.
VIS_RUH_001003,2026-03-02,CUS_RUH_0098,SAL_RUH_001,VAN_RUH_001,True,3705.04,Repeat order; no issues.
VIS_RUH_001012,2026-03-02,CUS_RUH_0099,SAL_RUH_003,VAN_RUH_003,True,466.51,New SKUs added to order.
VIS_DMM_000001,2026-03-03,CUS_DMM_0001,SAL_DMM_002,VAN_DMM_002,True,2518.16,Full order confirmed.
VIS_DMM_000187,2026-03-03,CUS_DMM_0019,SAL_DMM_002,VAN_DMM_002,True,758.32,Paid on delivery.
VIS_DMM_000197,2026-03-03,CUS_DMM_0020,SAL_DMM_003,VAN_DMM_003,True,5080.54,Standard visit; order processed.
VIS_DMM_000228,2026-03-03,CUS_DMM_0023,SAL_DMM_001,VAN_DMM_001,True,622.33,New SKUs added to order.
VIS_DMM_000248,2026-03-03,CUS_DMM_0025,SAL_DMM_001,VAN_DMM_001,True,3920.76,Paid on delivery.
VIS_DMM_000309,2026-03-03,CUS_DMM_0031,SAL_DMM_002,VAN_DMM_002,True,421.79,Repeat order; no issues.
VIS_DMM_000454,2026-03-03,CUS_DMM_0045,SAL_DMM_001,VAN_DMM_001,False,0.0,Payment overdue; order withheld.
VIS_DMM_000464,2026-03-03,CUS_DMM_0046,SAL_DMM_001,VAN_DMM_001,True,341.91,New SKUs added to order.
VIS_DMM_000514,2026-03-03,CUS_DMM_0051,SAL_DMM_003,VAN_DMM_003,True,557.85,Paid on delivery.
VIS_DMM_000544,2026-03-03,CUS_DMM_0054,SAL_DMM_003,VAN_DMM_003,False,0.0,Shop closed at time of visit.
VIS_DMM_000554,2026-03-03,CUS_DMM_0055,SAL_DMM_002,VAN_DMM_002,True,558.37,Invoice issued.
VIS_DMM_000626,2026-03-03,CUS_DMM_0062,SAL_DMM_003,VAN_DMM_003,True,4848.94,Repeat order; no issues.
VIS_DMM_000690,2026-03-03,CUS_DMM_0068,SAL_DMM_003,VAN_DMM_003,True,5132.79,Client satisfied with delivery.
VIS_DMM_000710,2026-03-03,CUS_DMM_0070,SAL_DMM_003,VAN_DMM_003,True,491.59,Seasonal top-up order.
VIS_DMM_000741,2026-03-03,CUS_DMM_0073,SAL_DMM_002,VAN_DMM_002,False,0.0,Customer not available.
VIS_DMM_000916,2026-03-03,CUS_DMM_0090,SAL_DMM_001,VAN_DMM_001,True,3270.92,Seasonal top-up order.
VIS_DMM_000955,2026-03-03,CUS_DMM_0094,SAL_DMM_001,VAN_DMM_001,False,0.0,Customer not available.
VIS_DMM_000994,2026-03-03,CUS_DMM_0098,SAL_DMM_003,VAN_DMM_003,False,0.0,Customer not available.
VIS_JED_000139,2026-03-03,CUS_JED_0014,SAL_JED_003,VAN_JED_003,False,0.0,Cold-chain issue; order deferred.
VIS_JED_000149,2026-03-03,CUS_JED_0015,SAL_JED_002,VAN_JED_002,True,6446.36,Paid on delivery.
VIS_JED_000241,2026-03-03,CUS_JED_0024,SAL_JED_001,VAN_JED_001,False,0.0,Stock sufficient; no order needed.
VIS_JED_000313,2026-03-03,CUS_JED_0031,SAL_JED_003,VAN_JED_003,True,2339.63,Full order confirmed.
VIS_JED_000323,2026-03-03,CUS_JED_0032,SAL_JED_001,VAN_JED_001,True,3750.06,Paid on delivery.
VIS_JED_000352,2026-03-03,CUS_JED_0035,SAL_JED_003,VAN_JED_003,False,0.0,Stock sufficient; no order needed.
VIS_JED_000382,2026-03-03,CUS_JED_0038,SAL_JED_001,VAN_JED_001,False,0.0,Order cancelled by customer.
VIS_JED_000392,2026-03-03,CUS_JED_0039,SAL_JED_003,VAN_JED_003,True,895.7,Full order confirmed.
VIS_JED_000422,2026-03-03,CUS_JED_0042,SAL_JED_001,VAN_JED_001,True,13386.02,Invoice issued.
VIS_JED_000442,2026-03-03,CUS_JED_0044,SAL_JED_002,VAN_JED_002,True,4016.05,Invoice issued.
VIS_JED_000463,2026-03-03,CUS_JED_0046,SAL_JED_001,VAN_JED_001,True,3915.79,Client satisfied with delivery.
VIS_JED_000547,2026-03-03,CUS_JED_0054,SAL_JED_003,VAN_JED_003,False,0.0,No decision-maker present.
VIS_JED_000589,2026-03-03,CUS_JED_0058,SAL_JED_001,VAN_JED_001,True,3715.87,Promotional items ordered.
VIS_JED_000734,2026-03-03,CUS_JED_0072,SAL_JED_001,VAN_JED_001,True,654.26,Client satisfied with delivery.
VIS_JED_000816,2026-03-03,CUS_JED_0080,SAL_JED_003,VAN_JED_003,True,1784.32,Paid on delivery.
VIS_JED_000898,2026-03-03,CUS_JED_0088,SAL_JED_003,VAN_JED_003,True,10709.28,Promotional items ordered.
VIS_RUH_000001,2026-03-03,CUS_RUH_0001,SAL_RUH_003,VAN_RUH_003,True,849.01,New SKUs added to order.
VIS_RUH_000011,2026-03-03,CUS_RUH_0002,SAL_RUH_001,VAN_RUH_001,True,4151.07,Paid on delivery.
VIS_RUH_000043,2026-03-03,CUS_RUH_0005,SAL_RUH_001,VAN_RUH_001,True,2034.99,Repeat order; no issues.
VIS_RUH_000205,2026-03-03,CUS_RUH_0021,SAL_RUH_003,VAN_RUH_003,True,13187.94,Invoice issued.
VIS_RUH_000257,2026-03-03,CUS_RUH_0026,SAL_RUH_002,VAN_RUH_002,True,2483.85,Invoice issued.
VIS_RUH_000446,2026-03-03,CUS_RUH_0044,SAL_RUH_001,VAN_RUH_001,True,729.1,Seasonal top-up order.
VIS_RUH_000467,2026-03-03,CUS_RUH_0046,SAL_RUH_003,VAN_RUH_003,False,0.0,Customer not available.
VIS_RUH_000570,2026-03-03,CUS_RUH_0056,SAL_RUH_003,VAN_RUH_003,True,714.09,Promotional items ordered.
VIS_RUH_000611,2026-03-03,CUS_RUH_0060,SAL_RUH_001,VAN_RUH_001,True,1150.71,New SKUs added to order.
VIS_RUH_000631,2026-03-03,CUS_RUH_0062,SAL_RUH_001,VAN_RUH_001,True,986.54,Standard visit; order processed.
VIS_RUH_000651,2026-03-03,CUS_RUH_0064,SAL_RUH_002,VAN_RUH_002,False,0.0,Order cancelled by customer.
VIS_RUH_000704,2026-03-03,CUS_RUH_0069,SAL_RUH_002,VAN_RUH_002,True,522.28,Repeat order; no issues.
VIS_RUH_000930,2026-03-03,CUS_RUH_0091,SAL_RUH_003,VAN_RUH_003,True,16366.03,Standard visit; order processed.
VIS_RUH_000951,2026-03-03,CUS_RUH_0093,SAL_RUH_003,VAN_RUH_003,True,14851.99,New SKUs added to order.
VIS_RUH_001022,2026-03-03,CUS_RUH_0100,SAL_RUH_001,VAN_RUH_001,True,841.78,Promotional items ordered.
VIS_DMM_000052,2026-03-04,CUS_DMM_0006,SAL_DMM_001,VAN_DMM_001,True,840.63,Client satisfied with delivery.
VIS_DMM_000156,2026-03-04,CUS_DMM_0016,SAL_DMM_002,VAN_DMM_002,True,1084.3,Paid on delivery.
VIS_DMM_000238,2026-03-04,CUS_DMM_0024,SAL_DMM_001,VAN_DMM_001,True,1884.82,Seasonal top-up order.
VIS_DMM_000319,2026-03-04,CUS_DMM_0032,SAL_DMM_003,VAN_DMM_003,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_000391,2026-03-04,CUS_DMM_0039,SAL_DMM_003,VAN_DMM_003,True,11359.47,Repeat order; no issues.
VIS_DMM_000474,2026-03-04,CUS_DMM_0047,SAL_DMM_001,VAN_DMM_001,True,3846.43,New SKUs added to order.
VIS_DMM_000586,2026-03-04,CUS_DMM_0058,SAL_DMM_001,VAN_DMM_001,True,14486.29,Seasonal top-up order.
VIS_DMM_000596,2026-03-04,CUS_DMM_0059,SAL_DMM_001,VAN_DMM_001,True,521.3,Order placed successfully.
VIS_DMM_000669,2026-03-04,CUS_DMM_0066,SAL_DMM_001,VAN_DMM_001,False,0.0,Customer not available.
VIS_DMM_000731,2026-03-04,CUS_DMM_0072,SAL_DMM_001,VAN_DMM_001,True,758.08,Standard visit; order processed.
VIS_DMM_000772,2026-03-04,CUS_DMM_0076,SAL_DMM_001,VAN_DMM_001,True,534.84,Order placed successfully.
VIS_DMM_000814,2026-03-04,CUS_DMM_0080,SAL_DMM_001,VAN_DMM_001,True,1750.67,Standard visit; order processed.
VIS_DMM_000886,2026-03-04,CUS_DMM_0087,SAL_DMM_003,VAN_DMM_003,False,0.0,Customer not available.
VIS_DMM_000976,2026-03-04,CUS_DMM_0096,SAL_DMM_002,VAN_DMM_002,True,264.65,Repeat order; no issues.
VIS_DMM_000985,2026-03-04,CUS_DMM_0097,SAL_DMM_002,VAN_DMM_002,True,759.68,Client satisfied with delivery.
