visit_id,visit_date,customer_id,sales_id,van_id,cold_truck_required,rfm_segment,rfm_quartile,successful_visit,transaction_amount,notes
VIS_JED_002815,2025-02-15,CUS_JED_0060,SAL_JED_001,VAN_JED_001,False,Medium,2,True,3771.0,Order placed successfully.
VIS_JED_003650,2025-02-15,CUS_JED_0078,SAL_JED_001,VAN_JED_001,False,High,4,True,2996.21,Full order confirmed.
VIS_JED_004113,2025-02-15,CUS_JED_0088,SAL_JED_002,VAN_JED_002,False,High,4,True,1325.41,Repeat order; no issues.
VIS_RUH_000117,2025-02-15,CUS_RUH_0003,SAL_RUH_001,VAN_RUH_001,False,High,4,True,761.1,Invoice issued.
VIS_RUH_000270,2025-02-15,CUS_RUH_0006,SAL_RUH_003,VAN_RUH_003,False,Medium,2,True,770.51,Promotional items ordered.
VIS_RUH_000314,2025-02-15,CUS_RUH_0007,SAL_RUH_002,VAN_RUH_002,False,Medium,3,True,3897.3,Promotional items ordered.
VIS_RUH_000655,2025-02-15,CUS_RUH_0013,SAL_RUH_002,VAN_RUH_002,True,High,3,True,3713.19,Paid on delivery.
VIS_RUH_001127,2025-02-15,CUS_RUH_0022,SAL_RUH_003,VAN_RUH_003,False,Medium,2,False,0.0,Customer requested reschedule.
VIS_RUH_001457,2025-02-15,CUS_RUH_0029,SAL_RUH_002,VAN_RUH_002,True,High,4,False,0.0,Stock sufficient; no order needed.
VIS_RUH_001708,2025-02-15,CUS_RUH_0034,SAL_RUH_002,VAN_RUH_002,False,Low,1,True,1303.07,Promotional items ordered.
VIS_RUH_002100,2025-02-15,CUS_RUH_0044,SAL_RUH_001,VAN_RUH_001,False,Medium,2,True,3184.78,Client satisfied with delivery.
VIS_RUH_002297,2025-02-15,CUS_RUH_0048,SAL_RUH_002,VAN_RUH_002,False,Low,1,True,1293.16,Order placed successfully.
VIS_RUH_002758,2025-02-15,CUS_RUH_0058,SAL_RUH_001,VAN_RUH_001,False,Low,1,True,1359.81,Client satisfied with delivery.
VIS_RUH_003672,2025-02-15,CUS_RUH_0079,SAL_RUH_001,VAN_RUH_001,False,High,4,True,16319.03,Full order confirmed.
VIS_RUH_004002,2025-02-15,CUS_RUH_0085,SAL_RUH_003,VAN_RUH_003,False,Low,1,False,0.0,No decision-maker present.
VIS_RUH_004567,2025-02-15,CUS_RUH_0098,SAL_RUH_003,VAN_RUH_003,False,High,4,True,7359.22,Standard visit; order processed.
VIS_DMM_000457,2025-02-16,CUS_DMM_0011,SAL_DMM_001,VAN_DMM_001,True,High,4,False,0.0,No decision-maker present.
VIS_DMM_000522,2025-02-16,CUS_DMM_0012,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,2956.34,Full order confirmed.
VIS_DMM_000592,2025-02-16,CUS_DMM_0014,SAL_DMM_001,VAN_DMM_001,True,Low,1,False,0.0,Payment overdue; order withheld.
VIS_DMM_001112,2025-02-16,CUS_DMM_0025,SAL_DMM_003,VAN_DMM_003,False,High,4,True,4067.54,Invoice issued.
VIS_DMM_001177,2025-02-16,CUS_DMM_0026,SAL_DMM_001,VAN_DMM_001,True,Medium,3,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_001615,2025-02-16,CUS_DMM_0035,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,1091.21,Seasonal top-up order.
VIS_DMM_002381,2025-02-16,CUS_DMM_0050,SAL_DMM_001,VAN_DMM_001,True,Low,1,False,0.0,No decision-maker present.
VIS_DMM_003079,2025-02-16,CUS_DMM_0065,SAL_DMM_001,VAN_DMM_001,True,Medium,3,False,0.0,Order cancelled by customer.
VIS_DMM_003399,2025-02-16,CUS_DMM_0072,SAL_DMM_002,VAN_DMM_002,False,High,4,True,4838.87,Standard visit; order processed.
VIS_DMM_004550,2025-02-16,CUS_DMM_0096,SAL_DMM_001,VAN_DMM_001,True,High,4,True,17191.85,Paid on delivery.
VIS_DMM_004615,2025-02-16,CUS_DMM_0097,SAL_DMM_002,VAN_DMM_002,False,Medium,2,False,0.0,Stock sufficient; no order needed.
VIS_JED_000373,2025-02-16,CUS_JED_0010,SAL_JED_003,VAN_JED_003,False,Medium,3,True,431.02,New SKUs added to order.
VIS_JED_000525,2025-02-16,CUS_JED_0013,SAL_JED_001,VAN_JED_001,False,High,3,True,12954.79,Promotional items ordered.
VIS_JED_001353,2025-02-16,CUS_JED_0030,SAL_JED_003,VAN_JED_003,False,High,4,True,2362.38,Standard visit; order processed.
VIS_JED_001525,2025-02-16,CUS_JED_0033,SAL_JED_001,VAN_JED_001,False,High,4,True,3302.96,Paid on delivery.
VIS_JED_001733,2025-02-16,CUS_JED_0038,SAL_JED_001,VAN_JED_001,True,Medium,2,True,463.39,Paid on delivery.
VIS_JED_002115,2025-02-16,CUS_JED_0047,SAL_JED_003,VAN_JED_003,False,Medium,3,True,9851.64,Promotional items ordered.
VIS_JED_002221,2025-02-16,CUS_JED_0049,SAL_JED_002,VAN_JED_002,False,Medium,3,True,4222.49,Full order confirmed.
VIS_JED_002531,2025-02-16,CUS_JED_0055,SAL_JED_001,VAN_JED_001,True,High,4,True,11712.29,New SKUs added to order.
VIS_JED_003099,2025-02-16,CUS_JED_0066,SAL_JED_001,VAN_JED_001,False,High,4,False,0.0,Cold-chain issue; order deferred.
VIS_JED_003164,2025-02-16,CUS_JED_0067,SAL_JED_001,VAN_JED_001,False,Low,1,True,621.05,Repeat order; no issues.
VIS_JED_003295,2025-02-16,CUS_JED_0070,SAL_JED_003,VAN_JED_003,False,Medium,3,False,0.0,Cold-chain issue; order deferred.
VIS_JED_004178,2025-02-16,CUS_JED_0089,SAL_JED_001,VAN_JED_001,True,Medium,2,True,1084.8,Client satisfied with delivery.
VIS_JED_004398,2025-02-16,CUS_JED_0094,SAL_JED_001,VAN_JED_001,True,Medium,3,True,2365.45,Seasonal top-up order.
VIS_JED_004456,2025-02-16,CUS_JED_0095,SAL_JED_001,VAN_JED_001,False,Medium,2,True,2721.13,Full order confirmed.
VIS_RUH_000182,2025-02-16,CUS_RUH_0004,SAL_RUH_002,VAN_RUH_002,True,Low,1,True,362.96,Invoice issued.
VIS_RUH_000600,2025-02-16,CUS_RUH_0012,SAL_RUH_002,VAN_RUH_002,False,Medium,3,True,799.73,Full order confirmed.
VIS_RUH_000804,2025-02-16,CUS_RUH_0016,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,1028.87,Standard visit; order processed.
VIS_RUH_000827,2025-02-16,CUS_RUH_0017,SAL_RUH_002,VAN_RUH_002,True,High,4,True,11146.34,Order placed successfully.
VIS_RUH_001171,2025-02-16,CUS_RUH_0023,SAL_RUH_001,VAN_RUH_001,False,Medium,2,False,0.0,No decision-maker present.
VIS_RUH_001548,2025-02-16,CUS_RUH_0031,SAL_RUH_003,VAN_RUH_003,False,High,4,True,2218.26,Promotional items ordered.
VIS_RUH_002207,2025-02-16,CUS_RUH_0046,SAL_RUH_001,VAN_RUH_001,False,High,4,True,15112.23,Paid on delivery.
VIS_RUH_002653,2025-02-16,CUS_RUH_0056,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,256.97,New SKUs added to order.
VIS_RUH_003037,2025-02-16,CUS_RUH_0065,SAL_RUH_001,VAN_RUH_001,False,High,4,True,2743.79,Client satisfied with delivery.
VIS_RUH_003133,2025-02-16,CUS_RUH_0067,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,3803.04,Paid on delivery.
VIS_RUH_003296,2025-02-16,CUS_RUH_0071,SAL_RUH_003,VAN_RUH_003,False,High,3,True,411.37,Order placed successfully.
VIS_RUH_003416,2025-02-16,CUS_RUH_0073,SAL_RUH_002,VAN_RUH_002,False,Low,1,True,697.49,Promotional items ordered.
VIS_RUH_003962,2025-02-16,CUS_RUH_0084,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,348.36,Invoice issued.
VIS_DMM_000033,2025-02-17,CUS_DMM_0002,SAL_DMM_001,VAN_DMM_001,False,High,3,True,849.97,Invoice issued.
VIS_DMM_000740,2025-02-17,CUS_DMM_0017,SAL_DMM_002,VAN_DMM_002,False,High,4,True,680.88,Invoice issued.
VIS_DMM_000873,2025-02-17,CUS_DMM_0020,SAL_DMM_001,VAN_DMM_001,False,High,4,True,4814.06,Standard visit; order processed.
VIS_DMM_001025,2025-02-17,CUS_DMM_0023,SAL_DMM_001,VAN_DMM_001,False,Medium,3,False,0.0,Stock sufficient; no order needed.
VIS_DMM_001449,2025-02-17,CUS_DMM_0032,SAL_DMM_001,VAN_DMM_001,False,High,4,True,12036.51,Client satisfied with delivery.
VIS_DMM_001675,2025-02-17,CUS_DMM_0036,SAL_DMM_001,VAN_DMM_001,True,Medium,3,True,8612.41,New SKUs added to order.
VIS_DMM_001854,2025-02-17,CUS_DMM_0039,SAL_DMM_001,VAN_DMM_001,True,Low,1,True,568.43,Full order confirmed.
VIS_DMM_001880,2025-02-17,CUS_DMM_0040,SAL_DMM_003,VAN_DMM_003,False,High,3,True,1436.86,Full order confirmed.
VIS_DMM_001987,2025-02-17,CUS_DMM_0042,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,11616.12,Promotional items ordered.
VIS_DMM_002187,2025-02-17,CUS_DMM_0046,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,3492.61,Paid on delivery.
VIS_DMM_002476,2025-02-17,CUS_DMM_0052,SAL_DMM_003,VAN_DMM_003,False,High,4,False,0.0,Order cancelled by customer.
VIS_DMM_002975,2025-02-17,CUS_DMM_0062,SAL_DMM_001,VAN_DMM_001,True,Medium,2,True,8790.78,Full order confirmed.
VIS_DMM_003624,2025-02-17,CUS_DMM_0076,SAL_DMM_003,VAN_DMM_003,False,Medium,3,False,0.0,Customer not available.
VIS_JED_000236,2025-02-17,CUS_JED_0007,SAL_JED_001,VAN_JED_001,True,High,4,True,7746.98,New SKUs added to order.
VIS_JED_000299,2025-02-17,CUS_JED_0008,SAL_JED_001,VAN_JED_001,False,Medium,2,True,655.9,Paid on delivery.
VIS_JED_001004,2025-02-17,CUS_JED_0022,SAL_JED_002,VAN_JED_002,False,Medium,2,False,0.0,Customer not available.
VIS_JED_001091,2025-02-17,CUS_JED_0025,SAL_JED_003,VAN_JED_003,False,Low,2,True,4902.83,Invoice issued.
VIS_JED_001247,2025-02-17,CUS_JED_0028,SAL_JED_002,VAN_JED_002,False,High,4,True,4427.38,Repeat order; no issues.
VIS_JED_001590,2025-02-17,CUS_JED_0034,SAL_JED_001,VAN_JED_001,False,Low,1,False,0.0,Order cancelled by customer.
VIS_JED_001645,2025-02-17,CUS_JED_0036,SAL_JED_001,VAN_JED_001,True,Low,1,True,13826.55,Standard visit; order processed.
VIS_JED_003242,2025-02-17,CUS_JED_0069,SAL_JED_002,VAN_JED_002,False,High,3,True,13271.26,New SKUs added to order.
VIS_JED_003941,2025-02-17,CUS_JED_0085,SAL_JED_001,VAN_JED_001,True,High,4,False,0.0,Customer requested reschedule.
VIS_JED_004218,2025-02-17,CUS_JED_0090,SAL_JED_001,VAN_JED_001,False,High,4,True,1561.31,Standard visit; order processed.
VIS_JED_004497,2025-02-17,CUS_JED_0096,SAL_JED_001,VAN_JED_001,True,Medium,3,True,703.79,Paid on delivery.
VIS_JED_004626,2025-02-17,CUS_JED_0099,SAL_JED_001,VAN_JED_001,True,Low,1,False,0.0,Customer requested reschedule.
VIS_RUH_000367,2025-02-17,CUS_RUH_0008,SAL_RUH_002,VAN_RUH_002,False,High,4,False,0.0,Customer requested reschedule.
VIS_RUH_001414,2025-02-17,CUS_RUH_0028,SAL_RUH_002,VAN_RUH_002,False,Medium,2,True,1055.59,Repeat order; no issues.
VIS_RUH_001652,2025-02-17,CUS_RUH_0033,SAL_RUH_002,VAN_RUH_002,True,Medium,3,True,502.86,New SKUs added to order.
VIS_RUH_001789,2025-02-17,CUS_RUH_0036,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,751.09,Promotional items ordered.
VIS_RUH_001944,2025-02-17,CUS_RUH_0039,SAL_RUH_001,VAN_RUH_001,False,Medium,2,True,844.37,Repeat order; no issues.
VIS_RUH_002272,2025-02-17,CUS_RUH_0047,SAL_RUH_001,VAN_RUH_001,False,Low,1,True,4489.36,Order placed successfully.
VIS_RUH_002959,2025-02-17,CUS_RUH_0063,SAL_RUH_002,VAN_RUH_002,True,Medium,2,False,0.0,Order cancelled by customer.
VIS_RUH_003352,2025-02-17,CUS_RUH_0072,SAL_RUH_002,VAN_RUH_002,False,High,4,True,406.55,Full order confirmed.
VIS_RUH_003569,2025-02-17,CUS_RUH_0077,SAL_RUH_002,VAN_RUH_002,False,High,3,True,755.5,New SKUs added to order.
VIS_RUH_003737,2025-02-17,CUS_RUH_0080,SAL_RUH_003,VAN_RUH_003,False,High,4,True,15191.25,Standard visit; order processed.
VIS_RUH_004038,2025-02-17,CUS_RUH_0086,SAL_RUH_001,VAN_RUH_001,False,Medium,3,True,505.14,Order placed successfully.
VIS_RUH_004398,2025-02-17,CUS_RUH_0095,SAL_RUH_003,VAN_RUH_003,False,Medium,2,True,3870.06,Seasonal top-up order.
VIS_DMM_000085,2025-02-18,CUS_DMM_0003,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,1052.77,Seasonal top-up order.
VIS_DMM_000167,2025-02-18,CUS_DMM_0005,SAL_DMM_002,VAN_DMM_002,False,High,4,True,3559.6,Seasonal top-up order.
VIS_DMM_000356,2025-02-18,CUS_DMM_0009,SAL_DMM_001,VAN_DMM_001,False,Low,1,False,0.0,Stock sufficient; no order needed.
VIS_DMM_000622,2025-02-18,CUS_DMM_0015,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,4790.17,Paid on delivery.
VIS_DMM_001229,2025-02-18,CUS_DMM_0027,SAL_DMM_003,VAN_DMM_003,False,Low,1,True,1006.26,Client satisfied with delivery.
VIS_DMM_001551,2025-02-18,CUS_DMM_0034,SAL_DMM_001,VAN_DMM_001,True,High,4,False,0.0,Customer requested reschedule.
VIS_DMM_001795,2025-02-18,CUS_DMM_0038,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,10052.79,Paid on delivery.
VIS_DMM_001934,2025-02-18,CUS_DMM_0041,SAL_DMM_003,VAN_DMM_003,False,Medium,3,False,0.0,Credit limit exceeded.
VIS_DMM_002328,2025-02-18,CUS_DMM_0049,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,563.69,Full order confirmed.
VIS_DMM_002647,2025-02-18,CUS_DMM_0055,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,10253.0,Client satisfied with delivery.
VIS_DMM_002696,2025-02-18,CUS_DMM_0056,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,1406.06,Standard visit; order processed.
VIS_DMM_003303,2025-02-18,CUS_DMM_0070,SAL_DMM_002,VAN_DMM_002,False,Medium,3,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_003729,2025-02-18,CUS_DMM_0078,SAL_DMM_003,VAN_DMM_003,False,High,4,True,15405.9,Full order confirmed.
VIS_DMM_003960,2025-02-18,CUS_DMM_0082,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,3337.2,Order placed successfully.
VIS_DMM_004376,2025-02-18,CUS_DMM_0091,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,303.18,Seasonal top-up order.
VIS_DMM_004654,2025-02-18,CUS_DMM_0098,SAL_DMM_003,VAN_DMM_003,False,Low,1,True,856.15,Standard visit; order processed.
VIS_JED_000806,2025-02-18,CUS_JED_0018,SAL_JED_001,VAN_JED_001,True,High,3,True,483.57,Repeat order; no issues.
VIS_JED_001418,2025-02-18,CUS_JED_0031,SAL_JED_002,VAN_JED_002,False,High,4,True,1079.68,Seasonal top-up order.
VIS_JED_001819,2025-02-18,CUS_JED_0040,SAL_JED_001,VAN_JED_001,False,Medium,2,True,2613.87,Paid on delivery.
VIS_JED_002168,2025-02-18,CUS_JED_0048,SAL_JED_003,VAN_JED_003,False,High,3,True,12932.85,Repeat order; no issues.
VIS_JED_002334,2025-02-18,CUS_JED_0051,SAL_JED_001,VAN_JED_001,True,Medium,3,True,1540.0,Client satisfied with delivery.
VIS_JED_003348,2025-02-18,CUS_JED_0071,SAL_JED_001,VAN_JED_001,True,High,4,True,13224.56,Repeat order; no issues.
VIS_JED_003608,2025-02-18,CUS_JED_0077,SAL_JED_001,VAN_JED_001,False,Medium,2,True,822.84,Full order confirmed.
VIS_JED_004004,2025-02-18,CUS_JED_0086,SAL_JED_001,VAN_JED_001,True,Medium,3,True,2408.38,Repeat order; no issues.
VIS_JED_004281,2025-02-18,CUS_JED_0091,SAL_JED_001,VAN_JED_001,False,High,4,True,837.39,Repeat order; no issues.
VIS_JED_004651,2025-02-18,CUS_JED_0100,SAL_JED_002,VAN_JED_002,False,Medium,2,False,0.0,Shop closed at time of visit.
VIS_RUH_000057,2025-02-18,CUS_RUH_0002,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,4610.18,Full order confirmed.
VIS_RUH_000206,2025-02-18,CUS_RUH_0005,SAL_RUH_003,VAN_RUH_003,False,High,4,False,0.0,Credit limit exceeded.
VIS_RUH_000714,2025-02-18,CUS_RUH_0014,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,9844.39,Invoice issued.
VIS_RUH_001212,2025-02-18,CUS_RUH_0024,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,5107.79,Repeat order; no issues.
VIS_RUH_001350,2025-02-18,CUS_RUH_0027,SAL_RUH_002,VAN_RUH_002,True,High,4,True,10120.88,Client satisfied with delivery.
VIS_RUH_001880,2025-02-18,CUS_RUH_0038,SAL_RUH_001,VAN_RUH_001,False,High,4,False,0.0,Customer requested reschedule.
VIS_RUH_002327,2025-02-18,CUS_RUH_0049,SAL_RUH_003,VAN_RUH_003,False,Medium,2,True,426.61,Paid on delivery.
VIS_RUH_002395,2025-02-18,CUS_RUH_0051,SAL_RUH_002,VAN_RUH_002,True,Medium,3,True,3164.16,New SKUs added to order.
VIS_RUH_002919,2025-02-18,CUS_RUH_0062,SAL_RUH_003,VAN_RUH_003,False,Medium,2,True,3119.19,New SKUs added to order.
VIS_RUH_003505,2025-02-18,CUS_RUH_0076,SAL_RUH_002,VAN_RUH_002,False,High,4,True,14289.52,Promotional items ordered.
VIS_RUH_003801,2025-02-18,CUS_RUH_0081,SAL_RUH_001,VAN_RUH_001,False,High,4,True,9144.27,Repeat order; no issues.
VIS_RUH_004439,2025-02-18,CUS_RUH_0096,SAL_RUH_002,VAN_RUH_002,True,High,4,True,18275.84,Standard visit; order processed.
VIS_DMM_000262,2025-02-19,CUS_DMM_0007,SAL_DMM_002,VAN_DMM_002,False,Low,1,False,0.0,Stock sufficient; no order needed.
VIS_DMM_000394,2025-02-19,CUS_DMM_0010,SAL_DMM_002,VAN_DMM_002,False,High,4,True,10534.61,Seasonal top-up order.
VIS_DMM_000830,2025-02-19,CUS_DMM_0019,SAL_DMM_001,VAN_DMM_001,True,Medium,2,True,4226.84,Promotional items ordered.
VIS_DMM_000937,2025-02-19,CUS_DMM_0021,SAL_DMM_001,VAN_DMM_001,False,Low,1,False,0.0,Customer requested reschedule.
VIS_DMM_000962,2025-02-19,CUS_DMM_0022,SAL_DMM_002,VAN_DMM_002,False,High,4,True,4207.13,New SKUs added to order.
VIS_DMM_001731,2025-02-19,CUS_DMM_0037,SAL_DMM_001,VAN_DMM_001,False,High,4,True,11162.14,Full order confirmed.
VIS_DMM_002243,2025-02-19,CUS_DMM_0047,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,5793.54,Paid on delivery.
VIS_DMM_002412,2025-02-19,CUS_DMM_0051,SAL_DMM_001,VAN_DMM_001,True,High,4,True,727.93,Full order confirmed.
VIS_DMM_002540,2025-02-19,CUS_DMM_0053,SAL_DMM_003,VAN_DMM_003,False,High,4,True,1929.44,Seasonal top-up order.
VIS_DMM_002931,2025-02-19,CUS_DMM_0061,SAL_DMM_002,VAN_DMM_002,False,Low,2,False,0.0,Order cancelled by customer.
VIS_DMM_003163,2025-02-19,CUS_DMM_0067,SAL_DMM_001,VAN_DMM_001,True,High,4,False,0.0,No decision-maker present.
