customer_id,territory_id,last_successful_visit,recency,frequency,monetary,r_score,f_score,m_score,rfm_combined,seasonality_score,territory_score,locality_score,rating_score,final_customer_score,rfm_segment_final,customer_rank
CUS_DMM_0037,TER_DMM,2026-05-09,20.0,2.0,1009.46,0.9090909090909091,1.0,0.032167944034800756,0.6470862843752366,1.0,0.6302312693560688,1.0,0.25,0.7468576406857015,High,20
CUS_DMM_0021,TER_DMM,2026-05-07,22.0,2.0,9306.67,0.7272727272727273,1.0,0.29657087919319153,0.6746145354886396,0.9867549668874173,0.6302312693560688,0.9941415526711391,0.0,0.7283095864644018,High,21
CUS_DMM_0043,TER_DMM,2026-05-09,20.0,2.0,9654.93,0.9090909090909091,1.0,0.30766870197919566,0.7389198703567016,1.0,0.6302312693560688,0.6819498118382525,0.0,0.7267860562621128,High,22
CUS_DMM_0083,TER_DMM,2026-05-10,19.0,2.0,4936.219999999999,1.0,1.0,0.1572999907905852,0.7190999969301951,1.0,0.6302312693560688,0.0,0.75,0.7256631257076849,High,23
CUS_DMM_0001,TER_DMM,2026-05-05,24.0,1.0,5123.68,0.5454545454545454,0.5,0.16327368245619236,0.40290940930357927,0.9867549668874173,0.6302312693560688,1.0,1.0,0.7202133807232637,High,24
CUS_DMM_0097,TER_DMM,2026-05-06,23.0,1.0,974.46,0.6363636363636364,0.5,0.03105261698745066,0.389138751117029,0.9867549668874173,0.6302312693560688,1.0,1.0,0.7147051174486436,High,25
CUS_DMM_0085,TER_DMM,2026-05-07,22.0,2.0,772.6,0.7272727272727273,1.0,0.024620047908076658,0.5839642583936013,0.9867549668874173,0.6302312693560688,0.6819498118382525,0.5,0.7108303015430979,High,26
CUS_DMM_0063,TER_DMM,2026-05-09,20.0,2.0,1256.51,0.9090909090909091,1.0,0.04004055966473906,0.649710489585216,1.0,0.6302312693560688,0.606053653768117,0.25,0.708512688146505,High,27
CUS_DMM_0004,TER_DMM,2026-05-09,20.0,2.0,1998.6499999999999,0.9090909090909091,1.0,0.06368995437675046,0.6575936211558865,1.0,0.6302312693560688,0.0,0.75,0.7010605753979615,High,28
CUS_DMM_0024,TER_DMM,2026-05-06,23.0,1.0,3609.58,0.6363636363636364,0.5,0.11502463438782726,0.41712942358382116,0.9867549668874173,0.6302312693560688,0.9941415526711391,0.75,0.7003155417024745,High,29
CUS_DMM_0047,TER_DMM,2026-05-06,23.0,1.0,3049.39,0.6363636363636364,0.5,0.09717334699768299,0.4111789944537731,0.9867549668874173,0.6302312693560688,0.6819498118382525,1.0,0.6917161959671665,Medium,30
CUS_DMM_0076,TER_DMM,2026-05-06,23.0,1.0,1268.84,0.6363636363636364,0.5,0.040433473450276966,0.3922657032713044,0.9867549668874173,0.6302312693560688,0.9941415526711391,0.75,0.6903700535774677,Medium,31
CUS_DMM_0006,TER_DMM,2026-05-06,23.0,1.0,1118.63,0.6363636363636364,0.5,0.035646808427921034,0.39067014826385243,0.9867549668874173,0.6302312693560688,1.0,0.75,0.6903176763073731,Medium,32
CUS_DMM_0059,TER_DMM,2026-05-06,23.0,1.0,981.69,0.6363636363636364,0.5,0.03128301168894612,0.38921554935086083,0.9867549668874173,0.6302312693560688,1.0,0.75,0.6897358367421764,Medium,33
CUS_DMM_0081,TER_DMM,2026-05-04,25.0,1.0,752.7,0.45454545454545453,0.5,0.02398590481544046,0.326177119786965,0.9870309050772627,0.6302312693560688,0.9941415526711391,1.0,0.6890174016406856,Medium,34
CUS_DMM_0084,TER_DMM,2026-05-04,25.0,1.0,12220.68,0.45454545454545453,0.5,0.38943014117172436,0.4479918652390597,0.9870309050772627,0.6302312693560688,0.9941415526711391,0.5,0.6877432998215235,Medium,35
CUS_DMM_0092,TER_DMM,2026-05-07,22.0,1.0,627.29,0.7272727272727273,0.5,0.019989528672349734,0.41575408531502567,0.9867549668874173,0.6302312693560688,0.606053653768117,1.0,0.685956616504654,Medium,36
CUS_DMM_0036,TER_DMM,2026-05-09,20.0,2.0,4212.23,0.9090909090909091,1.0,0.13422897281884252,0.6811066273032506,1.0,0.6302312693560688,0.0,0.5,0.6854657778569071,Medium,37
CUS_DMM_0029,TER_DMM,2026-05-04,25.0,1.0,3915.58,0.45454545454545453,0.5,0.1247757794303738,0.3597737446586095,0.9870309050772627,0.6302312693560688,1.0,0.75,0.6780418963222294,Medium,38
CUS_DMM_0074,TER_DMM,2026-05-09,20.0,2.0,1325.21,0.9090909090909091,1.0,0.04222978732625196,0.6504402321390538,1.0,0.6302312693560688,0.0,0.5,0.6731992197912284,Medium,39
CUS_DMM_0042,TER_DMM,2026-05-04,25.0,1.0,4255.69,0.45454545454545453,0.5,0.13561389034678065,0.3633864482974118,0.9870309050772627,0.6302312693560688,0.6819498118382525,1.0,0.6726819589615757,Medium,40
CUS_DMM_0031,TER_DMM,2026-05-05,24.0,1.0,1071.05,0.5454545454545454,0.5,0.03413060097326625,0.3598617154759372,0.9867549668874173,0.6302312693560688,0.6819498118382525,1.0,0.6711892843760322,Medium,41
CUS_DMM_0030,TER_DMM,2026-05-07,22.0,2.0,1390.84,0.7272727272727273,1.0,0.04432118487246872,0.5905313040483987,0.9867549668874173,0.6302312693560688,0.0,0.75,0.6702621386211915,Medium,42
CUS_DMM_0080,TER_DMM,2026-05-06,23.0,1.0,13734.99,0.6363636363636364,0.5,0.4376858812023735,0.5246831725220032,0.9867549668874173,0.6302312693560688,1.0,0.0,0.6689228860106333,Medium,43
CUS_DMM_0041,TER_DMM,2026-05-04,25.0,1.0,11963.36,0.45454545454545453,0.5,0.3812302567196065,0.445258570421687,0.9870309050772627,0.6302312693560688,1.0,0.25,0.6622358266274605,Medium,44
CUS_DMM_0087,TER_DMM,2026-05-06,23.0,1.0,523.99,0.6363636363636364,0.5,0.0166977205583136,0.38435378564065,0.9867549668874173,0.6302312693560688,0.6819498118382525,0.75,0.6559861124419173,Medium,45
CUS_DMM_0046,TER_DMM,2026-05-05,24.0,1.0,1032.32,0.5454545454545454,0.5,0.0328964119291557,0.3594503191279004,0.9867549668874173,0.6302312693560688,1.0,0.5,0.6528297446529923,Medium,46
CUS_DMM_0055,TER_DMM,2026-05-05,24.0,1.0,976.89,0.5454545454545454,0.5,0.031130052551023822,0.3588615326685231,0.9867549668874173,0.6302312693560688,0.9941415526711391,0.5,0.6520083853363553,Medium,47
CUS_DMM_0023,TER_DMM,2026-05-05,24.0,1.0,742.59,0.5454545454545454,0.5,0.02366373463119162,0.35637276002857904,0.9867549668874173,0.6302312693560688,1.0,0.5,0.6515987210132637,Medium,48
CUS_DMM_0019,TER_DMM,2026-05-05,24.0,1.0,297.85,0.5454545454545454,0.5,0.009491433172949305,0.3516486595424982,0.9867549668874173,0.6302312693560688,0.9941415526711391,0.5,0.6491232360859454,Medium,49
CUS_DMM_0026,TER_DMM,2026-05-04,25.0,1.0,1123.41,0.45454545454545453,0.5,0.03579913023610199,0.3301148615938522,0.9870309050772627,0.6302312693560688,0.9941415526711391,0.5,0.6405924983634406,Medium,50
CUS_DMM_0094,TER_DMM,2026-05-05,24.0,1.0,823.63,0.5454545454545454,0.5,0.026246194743113092,0.3572335800658862,0.9867549668874173,0.6302312693560688,0.606053653768117,0.75,0.6375484144049983,Medium,51
CUS_DMM_0025,TER_DMM,2026-05-05,24.0,1.0,5483.5,0.5454545454545454,0.5,0.17473988183269265,0.4067314757624127,0.9867549668874173,0.6302312693560688,0.606053653768117,0.5,0.6323475726836089,Medium,52
CUS_DMM_0045,TER_DMM,2026-05-05,24.0,1.0,760.52,0.5454545454545454,0.5,0.024235100744305536,0.356563215399617,0.9867549668874173,0.6302312693560688,1.0,0.25,0.6266749031616788,Medium,53
CUS_DMM_0073,TER_DMM,2026-05-05,24.0,1.0,759.47,0.5454545454545454,0.5,0.024201640932885037,0.35655206212914353,0.9867549668874173,0.6302312693560688,0.6819498118382525,0.5,0.6198654230373147,Medium,54
CUS_DMM_0066,TER_DMM,2026-05-06,23.0,1.0,1058.55,0.6363636363636364,0.5,0.033732269884926926,0.39003196874952106,0.9867549668874173,0.6302312693560688,0.0,1.0,0.6150624045016404,Medium,55
CUS_DMM_0098,TER_DMM,2026-05-05,24.0,1.0,2834.49,0.5454545454545454,0.5,0.0903252389269534,0.3785932614604996,0.9867549668874173,0.6302312693560688,0.0,1.0,0.6104869215860319,Medium,56
CUS_DMM_0034,TER_DMM,2026-05-04,25.0,1.0,5562.04,0.45454545454545453,0.5,0.17724267572694627,0.3772627100908003,0.9870309050772627,0.6302312693560688,0.0,1.0,0.6100374824951058,Medium,57
CUS_DMM_0068,TER_DMM,2026-05-05,24.0,1.0,2485.34,0.5454545454545454,0.5,0.07919905496745953,0.37488453347400164,0.9867549668874173,0.6302312693560688,0.0,1.0,0.6090034303914327,Medium,58
CUS_DMM_0062,TER_DMM,2026-05-05,24.0,1.0,3539.33,0.5454545454545454,0.5,0.11278601367136028,0.3860801863753019,0.9867549668874173,0.6302312693560688,0.0,0.75,0.5884816915519528,Medium,59
CUS_DMM_0038,TER_DMM,2026-05-04,25.0,1.0,70.0,0.45454545454545453,0.5,0.002230654094700189,0.31892536954671824,0.9870309050772627,0.6302312693560688,0.0,1.0,0.586702546277473,Medium,60
CUS_DMM_0090,TER_DMM,2026-05-05,24.0,1.0,2994.1,0.5454545454545454,0.5,0.0954114489277405,0.3802886647940953,0.9867549668874173,0.6302312693560688,0.0,0.75,0.5861650829194702,Medium,61
CUS_DMM_0007,TER_DMM,2026-05-10,19.0,1.0,5866.81,1.0,0.5,0.18695462499040022,0.5623182083301334,0.5132450331125827,0.6302312693560688,0.6819498118382525,0.75,0.5851189013852602,Medium,62
CUS_DMM_0049,TER_DMM,2026-05-04,25.0,1.0,4347.81,0.45454545454545453,0.5,0.13854943113540613,0.3643649618936202,0.9870309050772627,0.6302312693560688,0.0,0.75,0.5798783832162338,Medium,63
CUS_DMM_0069,TER_DMM,2026-05-04,25.0,1.0,890.72,0.45454545454545453,0.5,0.02838411736044789,0.32764319063530084,0.9870309050772627,0.6302312693560688,0.606053653768117,0.25,0.5757950400897177,Medium,64
CUS_DMM_0065,TER_DMM,2026-05-10,19.0,1.0,768.98,1.0,0.5,0.024504691224893592,0.5081682304082978,0.5132450331125827,0.6302312693560688,0.606053653768117,0.75,0.5558692944095125,Medium,65
CUS_DMM_0044,TER_DMM,2026-05-10,19.0,1.0,593.22,1.0,0.5,0.018903837457972087,0.5063012791526574,0.5132450331125827,0.6302312693560688,0.606053653768117,0.75,0.5551225139072564,Medium,66
CUS_DMM_0016,TER_DMM,2026-05-06,23.0,1.0,885.51,0.6363636363636364,0.5,0.02821809296282806,0.38819390977548807,0.9867549668874173,0.6302312693560688,0.0,0.25,0.5393271809120272,Medium,67
CUS_DMM_0077,TER_DMM,2026-04-30,29.0,1.0,7881.56,0.09090909090909091,0.5,0.25115762980893175,0.28068890690600756,0.5,0.6302312693560688,1.0,1.0,0.5252986896980099,Medium,68
CUS_DMM_0002,TER_DMM,2026-04-30,29.0,1.0,14747.43,0.09090909090909091,0.5,0.4699487873686344,0.3536192927592418,0.5,0.6302312693560688,0.6819498118382525,1.0,0.5226658252231289,Medium,69
CUS_DMM_0052,TER_DMM,2026-04-30,29.0,1.0,10570.34,0.09090909090909091,0.5,0.3368396029053314,0.30924956460480746,0.5,0.6302312693560688,0.9941415526711391,0.75,0.5111371080446439,Medium,70
CUS_DMM_0089,TER_DMM,2026-05-09,20.0,1.0,480.76,0.9090909090909091,0.5,0.015320132322400898,0.47480368047110333,0.5132450331125827,0.6302312693560688,0.0,1.0,0.506918109057823,Medium,71
CUS_DMM_0064,TER_DMM,2026-05-03,26.0,1.0,1220.21,0.36363636363636365,0.5,0.03888380618420168,0.30084005660685514,0.5132450331125827,0.6302312693560688,0.9941415526711391,0.5,0.4867468147792377,Medium,72
CUS_DMM_0088,TER_DMM,2026-04-30,29.0,1.0,4778.51,0.09090909090909091,0.5,0.1522743271152257,0.24772780600810554,0.5,0.6302312693560688,0.9941415526711391,0.75,0.4865284046059631,Medium,73
CUS_DMM_0071,TER_DMM,2026-05-02,27.0,1.0,11076.86,0.2727272727272727,0.5,0.35298061593458196,0.37523596288728484,0.5132450331125827,0.6302312693560688,0.606053653768117,0.5,0.47769638740110737,Medium,74
CUS_DMM_0011,TER_DMM,2026-05-03,26.0,1.0,3203.19,0.36363636363636365,0.5,0.10207441270860998,0.3219035921149912,0.5132450331125827,0.6302312693560688,1.0,0.25,0.47075807371537814,Medium,75
CUS_DMM_0091,TER_DMM,2026-04-30,29.0,1.0,4428.26,0.09090909090909091,0.5,0.14111309001995798,0.2440073936430163,0.5,0.6302312693560688,0.9941415526711391,0.5,0.4600402396599273,Medium,76
CUS_DMM_0086,TER_DMM,2026-04-30,29.0,1.0,3185.32,0.09090909090909091,0.5,0.10150495858472008,0.23080468316460367,0.5,0.6302312693560688,1.0,0.5,0.45534500020144836,Medium,77
CUS_DMM_0056,TER_DMM,2026-05-10,19.0,1.0,7081.89,1.0,0.5,0.22567495609594745,0.5752249853653159,0.5132450331125827,0.6302312693560688,0.0,0.0,0.44708663101550805,Medium,78
CUS_DMM_0028,TER_DMM,2026-04-30,29.0,1.0,496.31,0.09090909090909091,0.5,0.015815656196295012,0.202241582368462,0.5,0.6302312693560688,0.9941415526711391,0.25,0.41833391515010565,Medium,79
CUS_DMM_0058,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6302312693560688,0.9941415526711391,0.5,0.3624372822027208,Low,80
CUS_DMM_0039,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6302312693560688,0.6819498118382525,0.75,0.35621810811943216,Low,81
CUS_DMM_0075,TER_DMM,2026-04-30,29.0,1.0,2033.16,0.09090909090909091,0.5,0.06478966684543766,0.21856625258484286,0.5,0.6302312693560688,0.0,0.5,0.350449627969544,Low,82
CUS_DMM_0008,TER_DMM,2026-04-30,29.0,1.0,909.84,0.09090909090909091,0.5,0.028993404593171714,0.20663416516742086,0.5,0.6302312693560688,0.0,0.25,0.32067679300257523,Low,83
CUS_DMM_0032,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6302312693560688,1.0,0.0,0.31302312693560685,Low,84
CUS_DMM_0033,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,0.9941415526711391,1.0,0.2664935735934493,Low,85
CUS_DMM_0020,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.6302312693560688,0.9941415526711391,1.0,0.26641079213649566,Low,86
CUS_DMM_0061,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6302312693560688,0.0,0.5,0.26302312693560687,Low,87
CUS_DMM_0017,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026490066225165563,0.6302312693560688,0.9941415526711391,0.75,0.24538430207027048,Low,88
CUS_DMM_0099,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,1.0,0.75,0.2420794183263354,Low,89
CUS_DMM_0072,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6302312693560688,0.0,0.25,0.23802312693560687,Low,90
CUS_DMM_0005,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,0.6819498118382525,1.0,0.23527439951016063,Low,91
CUS_DMM_0054,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.6302312693560688,0.6819498118382525,1.0,0.23519161805320699,Low,92
CUS_DMM_0014,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,0.606053653768117,1.0,0.22768478370314707,Low,93
CUS_DMM_0070,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.6302312693560688,0.9941415526711391,0.5,0.2164107921364956,Low,94
CUS_DMM_0096,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.6302312693560688,0.9941415526711391,0.5,0.2164107921364956,Low,94
CUS_DMM_0082,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026490066225165563,0.6302312693560688,0.9941415526711391,0.25,0.19538430207027047,Low,95
CUS_DMM_0051,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.6302312693560688,0.9941415526711391,0.25,0.19141079213649562,Low,96
CUS_DMM_0060,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,0.606053653768117,0.5,0.17768478370314705,Low,97
CUS_DMM_0009,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520971302428257,0.6302312693560688,1.0,0.0,0.16707941832633538,Low,98
CUS_DMM_0022,TER_DMM,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026490066225165563,0.6302312693560688,0.606053653768117,0.0,0.13157551217996827,Low,99
CUS_JED_0021,TER_JED,2026-05-10,19.0,2.0,24776.04,1.0,1.0,0.9051656392722006,0.9683885464240669,1.0,0.0,1.0,1.0,0.8873554185696267,High,1
CUS_JED_0061,TER_JED,2026-05-10,19.0,2.0,23600.449999999997,1.0,1.0,0.8622167388881194,0.9540722462960399,1.0,0.0,0.8124705740852842,1.0,0.8628759559269444,High,2
CUS_JED_0067,TER_JED,2026-05-10,19.0,2.0,19885.39,1.0,1.0,0.72649106764144,0.9088303558804801,1.0,0.0,0.9212547509067492,0.75,0.830657617442867,High,3
CUS_JED_0018,TER_JED,2026-05-07,22.0,2.0,26959.98,0.7272727272727273,1.0,0.9849535087716093,0.9040754120147788,0.9867549668874173,0.0,0.8124705740852842,0.75,0.8139037122806652,High,4
CUS_JED_0006,TER_JED,2026-05-09,20.0,2.0,27371.83,0.9090909090909091,1.0,1.0,0.9696969696969697,1.0,0.0,0.6350055864028123,0.5,0.8013793465190693,High,5
CUS_JED_0010,TER_JED,2026-05-10,19.0,2.0,20182.42,1.0,1.0,0.7373427352135388,0.912447578404513,1.0,0.0,0.6350055864028123,0.5,0.7784795900020864,High,6
CUS_JED_0022,TER_JED,2026-05-09,20.0,2.0,4792.969999999999,0.9090909090909091,1.0,0.1751059392083028,0.6947322827664041,1.0,0.0,0.9212547509067492,1.0,0.7700183881972366,High,7
CUS_JED_0030,TER_JED,2026-05-09,20.0,2.0,15281.259999999998,0.9090909090909091,1.0,0.558284192178601,0.8224583670898368,1.0,0.0,0.6350055864028123,0.75,0.7674839054762159,High,8
CUS_JED_0065,TER_JED,2026-05-10,19.0,2.0,1458.4899999999998,1.0,1.0,0.053284343794331605,0.6844281145981106,1.0,0.0,0.9212547509067492,1.0,0.7658967209299191,High,9
CUS_JED_0083,TER_JED,2026-05-09,20.0,2.0,18662.16,0.9090909090909091,1.0,0.6818016917392808,0.8636308669433967,1.0,0.0,0.9212547509067492,0.25,0.7625778218680337,High,10
CUS_JED_0005,TER_JED,2026-05-09,20.0,2.0,1613.12,0.9090909090909091,1.0,0.05893358244589418,0.6560081638456011,1.0,0.0,0.8124705740852842,1.0,0.7436503229467689,High,11
CUS_JED_0075,TER_JED,2026-05-10,19.0,2.0,8372.880000000001,1.0,1.0,0.30589405238889766,0.7686313507962992,1.0,0.0,0.8124705740852842,0.5,0.7386995977270482,High,12
CUS_JED_0050,TER_JED,2026-05-09,20.0,2.0,1310.01,0.9090909090909091,1.0,0.04785978869516579,0.652316899262025,1.0,0.0,0.9212547509067492,0.75,0.728052234795485,High,13
CUS_JED_0082,TER_JED,2026-05-07,22.0,2.0,4994.12,0.7272727272727273,1.0,0.18245473539766977,0.6365758208901323,0.9867549668874173,0.0,1.0,0.75,0.725656818422278,High,14
CUS_JED_0086,TER_JED,2026-05-07,22.0,2.0,6280.75,0.7272727272727273,1.0,0.22946036125461833,0.6522443628424486,0.9867549668874173,0.0,0.6350055864028123,1.0,0.7204247938434859,High,15
CUS_JED_0053,TER_JED,2026-05-09,20.0,2.0,1053.05,0.9090909090909091,1.0,0.03847203493518701,0.6491876480086988,1.0,0.0,0.8124705740852842,0.75,0.715922116612008,High,16
CUS_JED_0093,TER_JED,2026-05-07,22.0,2.0,1914.76,0.7272727272727273,1.0,0.06995367134751311,0.5990754662067468,0.9867549668874173,0.0,0.9212547509067492,0.75,0.7027821516395989,High,17
CUS_JED_0024,TER_JED,2026-05-05,24.0,1.0,15279.7,0.5454545454545454,0.5,0.5582271992775054,0.5345605815773503,0.9867549668874173,0.0,0.9212547509067492,1.0,0.7019761977878403,High,18
CUS_JED_0027,TER_JED,2026-05-09,20.0,2.0,1490.96,0.9090909090909091,1.0,0.05447059988316455,0.6545205029913579,1.0,0.0,0.6350055864028123,0.75,0.7003087598368245,High,19
CUS_JED_0059,TER_JED,2026-05-07,22.0,2.0,18609.309999999998,0.7272727272727273,1.0,0.679870874545107,0.8023812006059448,0.9867549668874173,0.0,0.0,0.75,0.691978970308603,Medium,20
CUS_JED_0020,TER_JED,2026-05-07,22.0,2.0,1731.79,0.7272727272727273,1.0,0.06326906165937754,0.5968472629773683,0.9867549668874173,0.0,1.0,0.5,0.6847653952571725,Medium,21
CUS_JED_0004,TER_JED,2026-05-07,22.0,1.0,11431.41,0.7272727272727273,0.5,0.417634115073782,0.5483022807821697,0.9867549668874173,0.0,0.9212547509067492,0.75,0.6824728774697679,Medium,22
CUS_JED_0088,TER_JED,2026-05-05,24.0,1.0,9219.4,0.5454545454545454,0.5,0.3368207386937592,0.46075842804943484,0.9867549668874173,0.0,1.0,1.0,0.680329861285999,Medium,23
CUS_JED_0047,TER_JED,2026-05-07,22.0,2.0,2229.66,0.7272727272727273,1.0,0.08145819990844601,0.6029103090603911,0.9867549668874173,0.0,0.6350055864028123,0.75,0.6756911723306629,Medium,24
CUS_JED_0073,TER_JED,2026-05-07,22.0,2.0,6730.84,0.7272727272727273,1.0,0.24590390923807431,0.6577255455036005,0.9867549668874173,0.0,0.6350055864028123,0.5,0.6726172669079467,Medium,25
CUS_JED_0028,TER_JED,2026-05-07,22.0,2.0,1871.2199999999998,0.7272727272727273,1.0,0.06836298486436601,0.5985452373790311,0.9867549668874173,0.0,0.8124705740852842,0.5,0.6666916424263661,Medium,26
CUS_JED_0037,TER_JED,2026-05-06,23.0,1.0,12522.76,0.6363636363636364,0.5,0.4575053987986919,0.5312896783874427,0.9867549668874173,0.0,0.8124705740852842,0.75,0.6647894188297307,Medium,27
CUS_JED_0084,TER_JED,2026-05-07,22.0,1.0,4468.46,0.7272727272727273,0.5,0.16325031976305565,0.463507682345261,0.9867549668874173,0.0,1.0,0.75,0.6564295630043295,Medium,28
CUS_JED_0052,TER_JED,2026-05-06,23.0,1.0,3288.13,0.6363636363636364,0.5,0.12012824864102985,0.41883062833488865,0.9867549668874173,0.0,0.9212547509067492,1.0,0.6556842164908555,Medium,29
CUS_JED_0029,TER_JED,2026-05-06,23.0,1.0,3763.16,0.6363636363636364,0.5,0.13748295236379882,0.42461552957581167,0.9867549668874173,0.0,0.8124705740852842,1.0,0.6471197593050783,Medium,30
CUS_JED_0077,TER_JED,2026-05-07,22.0,2.0,2078.45,0.7272727272727273,1.0,0.07593390723236261,0.6010688781683633,0.9867549668874173,0.0,0.8124705740852842,0.25,0.642701098742099,Medium,31
CUS_JED_0095,TER_JED,2026-05-04,25.0,1.0,5235.88,0.45454545454545453,0.5,0.19128717371107448,0.381944209418843,0.9870309050772627,0.0,0.9212547509067492,1.0,0.6410124303813909,Medium,32
