visit_id,visit_date,customer_id,sales_id,van_id,successful_visit,transaction_amount,notes
VIS_JED_001660,2025-06-03,CUS_JED_0035,SAL_JED_001,VAN_JED_001,True,1031.18,Client satisfied with delivery.
VIS_JED_001807,2025-06-03,CUS_JED_0038,SAL_JED_002,VAN_JED_002,True,11433.9,Standard visit; order processed.
VIS_JED_001856,2025-06-03,CUS_JED_0039,SAL_JED_002,VAN_JED_002,False,0.0,Competitor promotion; no order.
VIS_JED_002002,2025-06-03,CUS_JED_0042,SAL_JED_003,VAN_JED_003,True,14931.32,Repeat order; no issues.
VIS_JED_002099,2025-06-03,CUS_JED_0044,SAL_JED_003,VAN_JED_003,True,3847.02,Full order confirmed.
VIS_JED_002197,2025-06-03,CUS_JED_0046,SAL_JED_001,VAN_JED_001,True,4121.72,Repeat order; no issues.
VIS_JED_002588,2025-06-03,CUS_JED_0054,SAL_JED_001,VAN_JED_001,True,977.79,Seasonal top-up order.
VIS_JED_002784,2025-06-03,CUS_JED_0058,SAL_JED_002,VAN_JED_002,True,1758.89,Invoice issued.
VIS_JED_003463,2025-06-03,CUS_JED_0072,SAL_JED_003,VAN_JED_003,False,0.0,Competitor promotion; no order.
VIS_JED_003852,2025-06-03,CUS_JED_0080,SAL_JED_002,VAN_JED_002,True,16405.32,Full order confirmed.
VIS_JED_004243,2025-06-03,CUS_JED_0088,SAL_JED_002,VAN_JED_002,True,8086.77,Invoice issued.
VIS_RUH_000001,2025-06-03,CUS_RUH_0001,SAL_RUH_003,VAN_RUH_003,True,849.01,New SKUs added to order.
VIS_RUH_000050,2025-06-03,CUS_RUH_0002,SAL_RUH_001,VAN_RUH_001,True,3750.64,Full order confirmed.
VIS_RUH_000197,2025-06-03,CUS_RUH_0005,SAL_RUH_002,VAN_RUH_002,True,5738.93,Paid on delivery.
VIS_RUH_000978,2025-06-03,CUS_RUH_0021,SAL_RUH_003,VAN_RUH_003,True,18785.83,Invoice issued.
VIS_RUH_001223,2025-06-03,CUS_RUH_0026,SAL_RUH_001,VAN_RUH_001,True,3027.99,Promotional items ordered.
VIS_RUH_002100,2025-06-03,CUS_RUH_0044,SAL_RUH_001,VAN_RUH_001,False,0.0,Stock sufficient; no order needed.
VIS_RUH_002198,2025-06-03,CUS_RUH_0046,SAL_RUH_003,VAN_RUH_003,True,828.64,Paid on delivery.
VIS_RUH_002686,2025-06-03,CUS_RUH_0056,SAL_RUH_003,VAN_RUH_003,False,0.0,Competitor promotion; no order.
VIS_RUH_002882,2025-06-03,CUS_RUH_0060,SAL_RUH_001,VAN_RUH_001,True,605.18,Promotional items ordered.
VIS_RUH_002979,2025-06-03,CUS_RUH_0062,SAL_RUH_002,VAN_RUH_002,True,219.73,New SKUs added to order.
VIS_RUH_003077,2025-06-03,CUS_RUH_0064,SAL_RUH_003,VAN_RUH_003,True,5280.94,Client satisfied with delivery.
VIS_RUH_003322,2025-06-03,CUS_RUH_0069,SAL_RUH_001,VAN_RUH_001,False,0.0,No decision-maker present.
VIS_RUH_004396,2025-06-03,CUS_RUH_0091,SAL_RUH_001,VAN_RUH_001,True,5859.84,Invoice issued.
VIS_RUH_004494,2025-06-03,CUS_RUH_0093,SAL_RUH_003,VAN_RUH_003,True,11137.33,Paid on delivery.
VIS_RUH_004833,2025-06-03,CUS_RUH_0100,SAL_RUH_002,VAN_RUH_002,True,715.36,Paid on delivery.
VIS_DMM_000244,2025-06-04,CUS_DMM_0006,SAL_DMM_001,VAN_DMM_001,True,574.31,Paid on delivery.
VIS_DMM_000731,2025-06-04,CUS_DMM_0016,SAL_DMM_001,VAN_DMM_001,True,898.85,Repeat order; no issues.
VIS_DMM_001123,2025-06-04,CUS_DMM_0024,SAL_DMM_003,VAN_DMM_003,True,3876.47,Standard visit; order processed.
VIS_DMM_001512,2025-06-04,CUS_DMM_0032,SAL_DMM_002,VAN_DMM_002,True,537.89,New SKUs added to order.
VIS_DMM_001851,2025-06-04,CUS_DMM_0039,SAL_DMM_002,VAN_DMM_002,True,20208.29,Full order confirmed.
VIS_DMM_002240,2025-06-04,CUS_DMM_0047,SAL_DMM_003,VAN_DMM_003,False,0.0,Shop closed at time of visit.
VIS_DMM_002777,2025-06-04,CUS_DMM_0058,SAL_DMM_002,VAN_DMM_002,True,11993.51,Invoice issued.
VIS_DMM_002825,2025-06-04,CUS_DMM_0059,SAL_DMM_003,VAN_DMM_003,True,800.19,Full order confirmed.
VIS_DMM_003166,2025-06-04,CUS_DMM_0066,SAL_DMM_001,VAN_DMM_001,True,933.34,Repeat order; no issues.
VIS_DMM_003459,2025-06-04,CUS_DMM_0072,SAL_DMM_002,VAN_DMM_002,True,460.9,Repeat order; no issues.
VIS_DMM_003653,2025-06-04,CUS_DMM_0076,SAL_DMM_001,VAN_DMM_001,True,367.94,Client satisfied with delivery.
VIS_DMM_003848,2025-06-04,CUS_DMM_0080,SAL_DMM_001,VAN_DMM_001,True,12441.67,Full order confirmed.
VIS_DMM_004188,2025-06-04,CUS_DMM_0087,SAL_DMM_003,VAN_DMM_003,True,569.29,Client satisfied with delivery.
VIS_DMM_004627,2025-06-04,CUS_DMM_0096,SAL_DMM_003,VAN_DMM_003,True,838.65,Promotional items ordered.
VIS_DMM_004676,2025-06-04,CUS_DMM_0097,SAL_DMM_001,VAN_DMM_001,False,0.0,Order cancelled by customer.
VIS_JED_000295,2025-06-04,CUS_JED_0007,SAL_JED_002,VAN_JED_002,True,750.42,Full order confirmed.
VIS_JED_000587,2025-06-04,CUS_JED_0013,SAL_JED_003,VAN_JED_003,False,0.0,Competitor promotion; no order.
VIS_JED_000733,2025-06-04,CUS_JED_0016,SAL_JED_001,VAN_JED_001,False,0.0,Competitor promotion; no order.
VIS_JED_001172,2025-06-04,CUS_JED_0025,SAL_JED_003,VAN_JED_003,True,13297.36,Seasonal top-up order.
VIS_JED_001220,2025-06-04,CUS_JED_0026,SAL_JED_003,VAN_JED_003,True,5143.64,Repeat order; no issues.
VIS_JED_001366,2025-06-04,CUS_JED_0029,SAL_JED_002,VAN_JED_002,True,5990.08,Order placed successfully.
VIS_JED_001611,2025-06-04,CUS_JED_0034,SAL_JED_001,VAN_JED_001,True,688.63,Order placed successfully.
VIS_JED_001758,2025-06-04,CUS_JED_0037,SAL_JED_001,VAN_JED_001,True,8784.21,New SKUs added to order.
VIS_JED_002490,2025-06-04,CUS_JED_0052,SAL_JED_002,VAN_JED_002,True,8380.21,Paid on delivery.
VIS_JED_002882,2025-06-04,CUS_JED_0060,SAL_JED_002,VAN_JED_002,False,0.0,No decision-maker present.
VIS_JED_004194,2025-06-04,CUS_JED_0087,SAL_JED_002,VAN_JED_002,True,761.01,New SKUs added to order.
VIS_JED_004437,2025-06-04,CUS_JED_0092,SAL_JED_002,VAN_JED_002,False,0.0,Customer requested reschedule.
VIS_JED_004729,2025-06-04,CUS_JED_0098,SAL_JED_003,VAN_JED_003,True,15783.55,Paid on delivery.
VIS_JED_004825,2025-06-04,CUS_JED_0100,SAL_JED_001,VAN_JED_001,False,0.0,Stock sufficient; no order needed.
VIS_RUH_000295,2025-06-04,CUS_RUH_0007,SAL_RUH_003,VAN_RUH_003,True,755.94,New SKUs added to order.
VIS_RUH_000344,2025-06-04,CUS_RUH_0008,SAL_RUH_002,VAN_RUH_002,True,2322.19,Promotional items ordered.
VIS_RUH_000783,2025-06-04,CUS_RUH_0017,SAL_RUH_003,VAN_RUH_003,True,4901.34,Promotional items ordered.
VIS_RUH_000881,2025-06-04,CUS_RUH_0019,SAL_RUH_003,VAN_RUH_003,True,8041.58,Paid on delivery.
VIS_RUH_002051,2025-06-04,CUS_RUH_0043,SAL_RUH_002,VAN_RUH_002,True,6569.84,Full order confirmed.
VIS_RUH_002294,2025-06-04,CUS_RUH_0048,SAL_RUH_002,VAN_RUH_002,True,750.54,New SKUs added to order.
VIS_RUH_002343,2025-06-04,CUS_RUH_0049,SAL_RUH_001,VAN_RUH_001,True,15993.24,New SKUs added to order.
VIS_RUH_002392,2025-06-04,CUS_RUH_0050,SAL_RUH_001,VAN_RUH_001,False,0.0,No decision-maker present.
VIS_RUH_002539,2025-06-04,CUS_RUH_0053,SAL_RUH_001,VAN_RUH_001,True,13767.76,Invoice issued.
VIS_RUH_003028,2025-06-04,CUS_RUH_0063,SAL_RUH_003,VAN_RUH_003,True,604.05,Invoice issued.
VIS_RUH_003224,2025-06-04,CUS_RUH_0067,SAL_RUH_003,VAN_RUH_003,False,0.0,Competitor promotion; no order.
VIS_RUH_003420,2025-06-04,CUS_RUH_0071,SAL_RUH_002,VAN_RUH_002,True,3218.71,Invoice issued.
VIS_RUH_003517,2025-06-04,CUS_RUH_0073,SAL_RUH_002,VAN_RUH_002,True,4606.16,New SKUs added to order.
VIS_RUH_003566,2025-06-04,CUS_RUH_0074,SAL_RUH_002,VAN_RUH_002,False,0.0,Stock sufficient; no order needed.
VIS_RUH_003615,2025-06-04,CUS_RUH_0075,SAL_RUH_001,VAN_RUH_001,True,512.3,Seasonal top-up order.
VIS_RUH_004005,2025-06-04,CUS_RUH_0083,SAL_RUH_001,VAN_RUH_001,False,0.0,Payment overdue; order withheld.
VIS_DMM_000050,2025-06-05,CUS_DMM_0002,SAL_DMM_003,VAN_DMM_003,True,1200.0,Standard visit; order processed.
VIS_DMM_000342,2025-06-05,CUS_DMM_0008,SAL_DMM_003,VAN_DMM_003,True,839.28,Invoice issued.
VIS_DMM_000682,2025-06-05,CUS_DMM_0015,SAL_DMM_002,VAN_DMM_002,True,4513.35,Seasonal top-up order.
VIS_DMM_000976,2025-06-05,CUS_DMM_0021,SAL_DMM_001,VAN_DMM_001,True,4344.19,Invoice issued.
VIS_DMM_001318,2025-06-05,CUS_DMM_0028,SAL_DMM_003,VAN_DMM_003,True,977.7,Client satisfied with delivery.
VIS_DMM_001414,2025-06-05,CUS_DMM_0030,SAL_DMM_002,VAN_DMM_002,False,0.0,Shop closed at time of visit.
VIS_DMM_001656,2025-06-05,CUS_DMM_0035,SAL_DMM_001,VAN_DMM_001,False,0.0,Shop closed at time of visit.
VIS_DMM_002289,2025-06-05,CUS_DMM_0048,SAL_DMM_002,VAN_DMM_002,True,2712.68,Standard visit; order processed.
VIS_DMM_002484,2025-06-05,CUS_DMM_0052,SAL_DMM_003,VAN_DMM_003,True,13128.14,Repeat order; no issues.
VIS_DMM_002922,2025-06-05,CUS_DMM_0061,SAL_DMM_003,VAN_DMM_003,True,470.06,Client satisfied with delivery.
VIS_DMM_003605,2025-06-05,CUS_DMM_0075,SAL_DMM_003,VAN_DMM_003,True,4103.88,Full order confirmed.
VIS_DMM_003702,2025-06-05,CUS_DMM_0077,SAL_DMM_003,VAN_DMM_003,True,6556.66,Promotional items ordered.
VIS_DMM_004091,2025-06-05,CUS_DMM_0085,SAL_DMM_001,VAN_DMM_001,False,0.0,Competitor promotion; no order.
VIS_DMM_004140,2025-06-05,CUS_DMM_0086,SAL_DMM_003,VAN_DMM_003,False,0.0,Order cancelled by customer.
VIS_DMM_004237,2025-06-05,CUS_DMM_0088,SAL_DMM_003,VAN_DMM_003,True,2598.6,Paid on delivery.
VIS_DMM_004383,2025-06-05,CUS_DMM_0091,SAL_DMM_003,VAN_DMM_003,True,4754.07,Client satisfied with delivery.
VIS_DMM_004431,2025-06-05,CUS_DMM_0092,SAL_DMM_002,VAN_DMM_002,True,384.72,Seasonal top-up order.
VIS_DMM_004822,2025-06-05,CUS_DMM_0100,SAL_DMM_001,VAN_DMM_001,True,6180.43,Seasonal top-up order.
VIS_JED_000148,2025-06-05,CUS_JED_0004,SAL_JED_002,VAN_JED_002,True,9468.98,Repeat order; no issues.
VIS_JED_000782,2025-06-05,CUS_JED_0017,SAL_JED_002,VAN_JED_002,False,0.0,Cold-chain issue; order deferred.
VIS_JED_000831,2025-06-05,CUS_JED_0018,SAL_JED_003,VAN_JED_003,True,12830.41,Paid on delivery.
VIS_JED_000928,2025-06-05,CUS_JED_0020,SAL_JED_001,VAN_JED_001,False,0.0,Order cancelled by customer.
VIS_JED_001317,2025-06-05,CUS_JED_0028,SAL_JED_003,VAN_JED_003,False,0.0,Cold-chain issue; order deferred.
VIS_JED_001562,2025-06-05,CUS_JED_0033,SAL_JED_002,VAN_JED_002,True,1031.75,Client satisfied with delivery.
VIS_JED_001709,2025-06-05,CUS_JED_0036,SAL_JED_002,VAN_JED_002,True,192.8,Standard visit; order processed.
VIS_JED_002246,2025-06-05,CUS_JED_0047,SAL_JED_002,VAN_JED_002,True,598.93,New SKUs added to order.
VIS_JED_002637,2025-06-05,CUS_JED_0055,SAL_JED_002,VAN_JED_002,True,1119.85,Client satisfied with delivery.
VIS_JED_002833,2025-06-05,CUS_JED_0059,SAL_JED_001,VAN_JED_001,True,5028.91,Order placed successfully.
VIS_JED_002980,2025-06-05,CUS_JED_0062,SAL_JED_001,VAN_JED_001,False,0.0,Shop closed at time of visit.
VIS_JED_003512,2025-06-05,CUS_JED_0073,SAL_JED_003,VAN_JED_003,False,0.0,Stock sufficient; no order needed.
VIS_JED_003707,2025-06-05,CUS_JED_0077,SAL_JED_002,VAN_JED_002,True,673.87,Client satisfied with delivery.
VIS_JED_003950,2025-06-05,CUS_JED_0082,SAL_JED_001,VAN_JED_001,True,4556.08,Standard visit; order processed.
VIS_JED_004048,2025-06-05,CUS_JED_0084,SAL_JED_003,VAN_JED_003,True,2436.75,New SKUs added to order.
VIS_JED_004145,2025-06-05,CUS_JED_0086,SAL_JED_003,VAN_JED_003,True,5270.13,Full order confirmed.
VIS_JED_004388,2025-06-05,CUS_JED_0091,SAL_JED_001,VAN_JED_001,False,0.0,Competitor promotion; no order.
VIS_JED_004486,2025-06-05,CUS_JED_0093,SAL_JED_002,VAN_JED_002,False,0.0,Credit limit exceeded.
VIS_JED_004680,2025-06-05,CUS_JED_0097,SAL_JED_001,VAN_JED_001,False,0.0,No decision-maker present.
VIS_RUH_000393,2025-06-05,CUS_RUH_0009,SAL_RUH_003,VAN_RUH_003,False,0.0,Credit limit exceeded.
VIS_RUH_000490,2025-06-05,CUS_RUH_0011,SAL_RUH_002,VAN_RUH_002,False,0.0,Customer requested reschedule.
VIS_RUH_000587,2025-06-05,CUS_RUH_0013,SAL_RUH_001,VAN_RUH_001,True,9006.05,Standard visit; order processed.
VIS_RUH_000832,2025-06-05,CUS_RUH_0018,SAL_RUH_003,VAN_RUH_003,True,800.1,Paid on delivery.
VIS_RUH_001027,2025-06-05,CUS_RUH_0022,SAL_RUH_001,VAN_RUH_001,True,1489.71,Repeat order; no issues.
VIS_RUH_001076,2025-06-05,CUS_RUH_0023,SAL_RUH_001,VAN_RUH_001,True,201.71,Promotional items ordered.
VIS_RUH_002002,2025-06-05,CUS_RUH_0042,SAL_RUH_002,VAN_RUH_002,True,814.35,New SKUs added to order.
VIS_RUH_002441,2025-06-05,CUS_RUH_0051,SAL_RUH_002,VAN_RUH_002,False,0.0,Shop closed at time of visit.
VIS_RUH_002784,2025-06-05,CUS_RUH_0058,SAL_RUH_002,VAN_RUH_002,False,0.0,Customer requested reschedule.
VIS_RUH_002833,2025-06-05,CUS_RUH_0059,SAL_RUH_002,VAN_RUH_002,True,4468.55,Repeat order; no issues.
VIS_RUH_003762,2025-06-05,CUS_RUH_0078,SAL_RUH_002,VAN_RUH_002,False,0.0,Competitor promotion; no order.
VIS_RUH_003956,2025-06-05,CUS_RUH_0082,SAL_RUH_002,VAN_RUH_002,True,523.34,Standard visit; order processed.
VIS_RUH_004054,2025-06-05,CUS_RUH_0084,SAL_RUH_002,VAN_RUH_002,True,3617.68,Order placed successfully.
VIS_RUH_004103,2025-06-05,CUS_RUH_0085,SAL_RUH_001,VAN_RUH_001,True,8701.94,Standard visit; order processed.
VIS_RUH_004200,2025-06-05,CUS_RUH_0087,SAL_RUH_002,VAN_RUH_002,True,405.31,Promotional items ordered.
VIS_RUH_004249,2025-06-05,CUS_RUH_0088,SAL_RUH_001,VAN_RUH_001,True,1976.8,Order placed successfully.
VIS_RUH_004689,2025-06-05,CUS_RUH_0097,SAL_RUH_001,VAN_RUH_001,True,3734.58,Paid on delivery.
VIS_DMM_000147,2025-06-07,CUS_DMM_0004,SAL_DMM_001,VAN_DMM_001,True,898.68,Client satisfied with delivery.
VIS_DMM_000438,2025-06-07,CUS_DMM_0010,SAL_DMM_002,VAN_DMM_002,True,18010.94,Promotional items ordered.
VIS_DMM_000585,2025-06-07,CUS_DMM_0013,SAL_DMM_003,VAN_DMM_003,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_000829,2025-06-07,CUS_DMM_0018,SAL_DMM_001,VAN_DMM_001,True,578.75,Order placed successfully.
VIS_DMM_001705,2025-06-07,CUS_DMM_0036,SAL_DMM_003,VAN_DMM_003,True,3275.33,Standard visit; order processed.
VIS_DMM_001754,2025-06-07,CUS_DMM_0037,SAL_DMM_002,VAN_DMM_002,True,744.63,Full order confirmed.
VIS_DMM_002044,2025-06-07,CUS_DMM_0043,SAL_DMM_003,VAN_DMM_003,True,3180.9,Client satisfied with delivery.
VIS_DMM_002532,2025-06-07,CUS_DMM_0053,SAL_DMM_003,VAN_DMM_003,True,4643.61,Repeat order; no issues.
VIS_DMM_003019,2025-06-07,CUS_DMM_0063,SAL_DMM_002,VAN_DMM_002,True,706.37,Invoice issued.
VIS_DMM_003410,2025-06-07,CUS_DMM_0071,SAL_DMM_003,VAN_DMM_003,True,13259.89,Paid on delivery.
VIS_DMM_003556,2025-06-07,CUS_DMM_0074,SAL_DMM_003,VAN_DMM_003,True,797.58,Repeat order; no issues.
VIS_DMM_004285,2025-06-07,CUS_DMM_0089,SAL_DMM_002,VAN_DMM_002,True,467.56,Full order confirmed.
VIS_DMM_004480,2025-06-07,CUS_DMM_0093,SAL_DMM_001,VAN_DMM_001,True,15848.84,Order placed successfully.
VIS_DMM_004578,2025-06-07,CUS_DMM_0095,SAL_DMM_002,VAN_DMM_002,False,0.0,Credit limit exceeded.
VIS_JED_000197,2025-06-07,CUS_JED_0005,SAL_JED_003,VAN_JED_003,True,801.61,Repeat order; no issues.
VIS_JED_000246,2025-06-07,CUS_JED_0006,SAL_JED_002,VAN_JED_002,True,16260.69,New SKUs added to order.
VIS_JED_001026,2025-06-07,CUS_JED_0022,SAL_JED_003,VAN_JED_003,False,0.0,Payment overdue; order withheld.
VIS_JED_001268,2025-06-07,CUS_JED_0027,SAL_JED_003,VAN_JED_003,True,1080.3,Paid on delivery.
VIS_JED_001415,2025-06-07,CUS_JED_0030,SAL_JED_001,VAN_JED_001,True,15167.44,Invoice issued.
VIS_JED_002392,2025-06-07,CUS_JED_0050,SAL_JED_002,VAN_JED_002,True,518.45,New SKUs added to order.
VIS_JED_002539,2025-06-07,CUS_JED_0053,SAL_JED_001,VAN_JED_001,True,490.18,Full order confirmed.
VIS_JED_002686,2025-06-07,CUS_JED_0056,SAL_JED_002,VAN_JED_002,True,1006.49,Invoice issued.
VIS_JED_003658,2025-06-07,CUS_JED_0076,SAL_JED_003,VAN_JED_003,True,1083.57,New SKUs added to order.
VIS_JED_003803,2025-06-07,CUS_JED_0079,SAL_JED_001,VAN_JED_001,True,3601.43,Paid on delivery.
VIS_JED_003901,2025-06-07,CUS_JED_0081,SAL_JED_003,VAN_JED_003,True,1700.98,Full order confirmed.
VIS_JED_003999,2025-06-07,CUS_JED_0083,SAL_JED_003,VAN_JED_003,False,0.0,Customer requested reschedule.
VIS_RUH_000246,2025-06-07,CUS_RUH_0006,SAL_RUH_003,VAN_RUH_003,True,868.24,Promotional items ordered.
VIS_RUH_000734,2025-06-07,CUS_RUH_0016,SAL_RUH_002,VAN_RUH_002,False,0.0,Credit limit exceeded.
VIS_RUH_001419,2025-06-07,CUS_RUH_0030,SAL_RUH_001,VAN_RUH_001,True,759.37,Client satisfied with delivery.
VIS_RUH_002149,2025-06-07,CUS_RUH_0045,SAL_RUH_003,VAN_RUH_003,False,0.0,Payment overdue; order withheld.
VIS_RUH_002490,2025-06-07,CUS_RUH_0052,SAL_RUH_003,VAN_RUH_003,True,11667.58,Client satisfied with delivery.
VIS_RUH_002588,2025-06-07,CUS_RUH_0054,SAL_RUH_002,VAN_RUH_002,True,2173.15,Order placed successfully.
VIS_RUH_003126,2025-06-07,CUS_RUH_0065,SAL_RUH_001,VAN_RUH_001,False,0.0,No decision-maker present.
VIS_RUH_003175,2025-06-07,CUS_RUH_0066,SAL_RUH_003,VAN_RUH_003,True,3883.58,Standard visit; order processed.
VIS_RUH_003371,2025-06-07,CUS_RUH_0070,SAL_RUH_002,VAN_RUH_002,False,0.0,Order cancelled by customer.
VIS_RUH_003664,2025-06-07,CUS_RUH_0076,SAL_RUH_002,VAN_RUH_002,True,725.15,Invoice issued.
VIS_RUH_003713,2025-06-07,CUS_RUH_0077,SAL_RUH_001,VAN_RUH_001,True,14213.0,Seasonal top-up order.
VIS_RUH_003907,2025-06-07,CUS_RUH_0081,SAL_RUH_001,VAN_RUH_001,True,603.63,Full order confirmed.
VIS_RUH_004298,2025-06-07,CUS_RUH_0089,SAL_RUH_001,VAN_RUH_001,False,0.0,No decision-maker present.
VIS_RUH_004640,2025-06-07,CUS_RUH_0096,SAL_RUH_003,VAN_RUH_003,False,0.0,Competitor promotion; no order.
VIS_DMM_000098,2025-06-08,CUS_DMM_0003,SAL_DMM_002,VAN_DMM_002,True,3738.79,Paid on delivery.
VIS_DMM_000293,2025-06-08,CUS_DMM_0007,SAL_DMM_002,VAN_DMM_002,False,0.0,Customer not available.
VIS_DMM_000487,2025-06-08,CUS_DMM_0011,SAL_DMM_002,VAN_DMM_002,True,4470.29,Invoice issued.
VIS_DMM_000536,2025-06-08,CUS_DMM_0012,SAL_DMM_001,VAN_DMM_001,True,2484.02,Seasonal top-up order.
VIS_DMM_000780,2025-06-08,CUS_DMM_0017,SAL_DMM_002,VAN_DMM_002,True,1136.68,Invoice issued.
VIS_DMM_001025,2025-06-08,CUS_DMM_0022,SAL_DMM_001,VAN_DMM_001,True,593.74,Standard visit; order processed.
VIS_DMM_001269,2025-06-08,CUS_DMM_0027,SAL_DMM_002,VAN_DMM_002,True,935.6,Order placed successfully.
VIS_DMM_001899,2025-06-08,CUS_DMM_0040,SAL_DMM_001,VAN_DMM_001,True,13329.49,Client satisfied with delivery.
VIS_DMM_002093,2025-06-08,CUS_DMM_0044,SAL_DMM_002,VAN_DMM_002,True,763.36,Invoice issued.
VIS_DMM_002386,2025-06-08,CUS_DMM_0050,SAL_DMM_001,VAN_DMM_001,True,11923.51,Invoice issued.
VIS_DMM_002679,2025-06-08,CUS_DMM_0056,SAL_DMM_003,VAN_DMM_003,True,9917.48,Full order confirmed.
VIS_DMM_002728,2025-06-08,CUS_DMM_0057,SAL_DMM_003,VAN_DMM_003,True,12428.92,Full order confirmed.
VIS_DMM_003068,2025-06-08,CUS_DMM_0064,SAL_DMM_001,VAN_DMM_001,True,392.28,Client satisfied with delivery.
VIS_DMM_003117,2025-06-08,CUS_DMM_0065,SAL_DMM_001,VAN_DMM_001,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_003215,2025-06-08,CUS_DMM_0067,SAL_DMM_001,VAN_DMM_001,True,10079.14,Paid on delivery.
VIS_DMM_003750,2025-06-08,CUS_DMM_0078,SAL_DMM_002,VAN_DMM_002,True,3772.32,Paid on delivery.
VIS_DMM_003799,2025-06-08,CUS_DMM_0079,SAL_DMM_002,VAN_DMM_002,True,2916.04,New SKUs added to order.
VIS_DMM_003945,2025-06-08,CUS_DMM_0082,SAL_DMM_003,VAN_DMM_003,False,0.0,Order cancelled by customer.
VIS_DMM_003994,2025-06-08,CUS_DMM_0083,SAL_DMM_001,VAN_DMM_001,False,0.0,Payment overdue; order withheld.
VIS_JED_000001,2025-06-08,CUS_JED_0001,SAL_JED_001,VAN_JED_001,True,328.28,Paid on delivery.
VIS_JED_000050,2025-06-08,CUS_JED_0002,SAL_JED_002,VAN_JED_002,True,1093.6,Promotional items ordered.
VIS_JED_000099,2025-06-08,CUS_JED_0003,SAL_JED_003,VAN_JED_003,True,4708.56,Seasonal top-up order.
VIS_JED_000440,2025-06-08,CUS_JED_0010,SAL_JED_002,VAN_JED_002,True,16363.45,Order placed successfully.
VIS_JED_000489,2025-06-08,CUS_JED_0011,SAL_JED_003,VAN_JED_003,True,14145.16,Client satisfied with delivery.
VIS_JED_000538,2025-06-08,CUS_JED_0012,SAL_JED_002,VAN_JED_002,True,767.27,Paid on delivery.
VIS_JED_000977,2025-06-08,CUS_JED_0021,SAL_JED_001,VAN_JED_001,False,0.0,Shop closed at time of visit.
VIS_JED_001905,2025-06-08,CUS_JED_0040,SAL_JED_001,VAN_JED_001,False,0.0,Payment overdue; order withheld.
