visit_id,visit_date,customer_id,sales_id,van_id,cold_truck_required,rfm_segment,rfm_quartile,successful_visit,transaction_amount,notes
VIS_RUH_001247,2025-02-15,CUS_RUH_0026,SAL_RUH_002,VAN_RUH_002,False,High,3,False,0.0,No decision-maker present.
VIS_RUH_001401,2025-02-15,CUS_RUH_0029,SAL_RUH_002,VAN_RUH_002,True,High,4,True,481.78,Invoice issued.
VIS_RUH_001562,2025-02-15,CUS_RUH_0032,SAL_RUH_002,VAN_RUH_002,False,High,4,True,12302.26,Standard visit; order processed.
VIS_RUH_001950,2025-02-15,CUS_RUH_0041,SAL_RUH_001,VAN_RUH_001,False,Low,1,False,0.0,Shop closed at time of visit.
VIS_RUH_002081,2025-02-15,CUS_RUH_0044,SAL_RUH_001,VAN_RUH_001,False,Medium,3,False,0.0,Order cancelled by customer.
VIS_RUH_002283,2025-02-15,CUS_RUH_0048,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,683.68,Order placed successfully.
VIS_RUH_002344,2025-02-15,CUS_RUH_0050,SAL_RUH_002,VAN_RUH_002,True,Low,1,False,0.0,Order cancelled by customer.
VIS_RUH_002495,2025-02-15,CUS_RUH_0053,SAL_RUH_003,VAN_RUH_003,False,High,4,False,0.0,Credit limit exceeded.
VIS_RUH_003676,2025-02-15,CUS_RUH_0079,SAL_RUH_002,VAN_RUH_002,False,High,4,True,9318.06,Invoice issued.
VIS_RUH_003990,2025-02-15,CUS_RUH_0085,SAL_RUH_003,VAN_RUH_003,False,High,3,False,0.0,Cold-chain issue; order deferred.
VIS_RUH_004173,2025-02-15,CUS_RUH_0089,SAL_RUH_001,VAN_RUH_001,False,Medium,2,True,881.77,Repeat order; no issues.
VIS_RUH_004575,2025-02-15,CUS_RUH_0098,SAL_RUH_002,VAN_RUH_002,False,High,4,True,14641.05,Client satisfied with delivery.
VIS_DMM_000423,2025-02-16,CUS_DMM_0011,SAL_DMM_001,VAN_DMM_001,True,High,3,True,890.23,Invoice issued.
VIS_DMM_000474,2025-02-16,CUS_DMM_0012,SAL_DMM_001,VAN_DMM_001,False,Medium,3,False,0.0,Competitor promotion; no order.
VIS_DMM_000574,2025-02-16,CUS_DMM_0014,SAL_DMM_001,VAN_DMM_001,True,Medium,3,True,1088.64,Repeat order; no issues.
VIS_DMM_001079,2025-02-16,CUS_DMM_0024,SAL_DMM_001,VAN_DMM_001,True,Medium,2,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_001125,2025-02-16,CUS_DMM_0025,SAL_DMM_002,VAN_DMM_002,False,High,4,True,3580.81,Invoice issued.
VIS_DMM_001190,2025-02-16,CUS_DMM_0026,SAL_DMM_001,VAN_DMM_001,True,Low,1,True,2223.86,Order placed successfully.
VIS_DMM_001610,2025-02-16,CUS_DMM_0035,SAL_DMM_003,VAN_DMM_003,False,Low,2,True,657.36,Paid on delivery.
VIS_DMM_002043,2025-02-16,CUS_DMM_0044,SAL_DMM_003,VAN_DMM_003,False,Low,1,False,0.0,Cold-chain issue; order deferred.
VIS_DMM_002694,2025-02-16,CUS_DMM_0057,SAL_DMM_001,VAN_DMM_001,False,High,4,True,15811.73,Seasonal top-up order.
VIS_DMM_003069,2025-02-16,CUS_DMM_0065,SAL_DMM_001,VAN_DMM_001,True,Low,1,True,2890.43,Standard visit; order processed.
VIS_DMM_003394,2025-02-16,CUS_DMM_0072,SAL_DMM_003,VAN_DMM_003,False,Medium,3,False,0.0,Order cancelled by customer.
VIS_DMM_004524,2025-02-16,CUS_DMM_0096,SAL_DMM_001,VAN_DMM_001,True,High,4,True,13260.05,Order placed successfully.
VIS_DMM_004589,2025-02-16,CUS_DMM_0097,SAL_DMM_002,VAN_DMM_002,False,Medium,2,False,0.0,No decision-maker present.
VIS_JED_000548,2025-02-16,CUS_JED_0013,SAL_JED_001,VAN_JED_001,False,High,3,True,7647.24,Client satisfied with delivery.
VIS_JED_001294,2025-02-16,CUS_JED_0030,SAL_JED_003,VAN_JED_003,False,Medium,3,False,0.0,Shop closed at time of visit.
VIS_JED_001465,2025-02-16,CUS_JED_0033,SAL_JED_002,VAN_JED_002,False,High,4,True,3302.96,Invoice issued.
VIS_JED_001672,2025-02-16,CUS_JED_0038,SAL_JED_001,VAN_JED_001,True,Medium,2,True,468.75,Seasonal top-up order.
VIS_JED_001915,2025-02-16,CUS_JED_0043,SAL_JED_001,VAN_JED_001,False,Low,1,True,3701.01,Standard visit; order processed.
VIS_JED_002102,2025-02-16,CUS_JED_0047,SAL_JED_002,VAN_JED_002,False,High,3,True,16435.87,Promotional items ordered.
VIS_JED_002218,2025-02-16,CUS_JED_0049,SAL_JED_001,VAN_JED_001,False,Medium,2,True,4779.86,Order placed successfully.
VIS_JED_002543,2025-02-16,CUS_JED_0055,SAL_JED_001,VAN_JED_001,True,High,4,True,14936.15,New SKUs added to order.
VIS_JED_003088,2025-02-16,CUS_JED_0066,SAL_JED_003,VAN_JED_003,False,High,4,True,5500.49,Promotional items ordered.
VIS_JED_003284,2025-02-16,CUS_JED_0070,SAL_JED_002,VAN_JED_002,False,Medium,3,True,497.85,Order placed successfully.
VIS_JED_004257,2025-02-16,CUS_JED_0089,SAL_JED_001,VAN_JED_001,True,High,3,True,4667.29,Client satisfied with delivery.
VIS_JED_004471,2025-02-16,CUS_JED_0094,SAL_JED_001,VAN_JED_001,True,Medium,3,True,1527.87,Repeat order; no issues.
VIS_JED_004579,2025-02-16,CUS_JED_0097,SAL_JED_002,VAN_JED_002,False,Medium,3,False,0.0,Customer not available.
VIS_RUH_000157,2025-02-16,CUS_RUH_0004,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,452.45,Standard visit; order processed.
VIS_RUH_000555,2025-02-16,CUS_RUH_0012,SAL_RUH_002,VAN_RUH_002,False,Low,2,True,574.76,Invoice issued.
VIS_RUH_000740,2025-02-16,CUS_RUH_0016,SAL_RUH_002,VAN_RUH_002,False,Low,1,True,1184.09,Order placed successfully.
VIS_RUH_000772,2025-02-16,CUS_RUH_0017,SAL_RUH_002,VAN_RUH_002,True,High,4,True,5563.02,New SKUs added to order.
VIS_RUH_001104,2025-02-16,CUS_RUH_0023,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,5145.33,Client satisfied with delivery.
VIS_RUH_001497,2025-02-16,CUS_RUH_0031,SAL_RUH_001,VAN_RUH_001,False,High,4,False,0.0,No decision-maker present.
VIS_RUH_001775,2025-02-16,CUS_RUH_0037,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,602.87,Promotional items ordered.
VIS_RUH_002177,2025-02-16,CUS_RUH_0046,SAL_RUH_003,VAN_RUH_003,False,High,4,True,16587.76,Invoice issued.
VIS_RUH_003056,2025-02-16,CUS_RUH_0065,SAL_RUH_001,VAN_RUH_001,False,Medium,3,True,5728.63,Client satisfied with delivery.
VIS_RUH_003325,2025-02-16,CUS_RUH_0071,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,2368.17,Full order confirmed.
VIS_RUH_003404,2025-02-16,CUS_RUH_0073,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,70.0,Invoice issued.
VIS_DMM_000747,2025-02-17,CUS_DMM_0017,SAL_DMM_002,VAN_DMM_002,False,Medium,3,True,554.12,Paid on delivery.
VIS_DMM_000903,2025-02-17,CUS_DMM_0020,SAL_DMM_003,VAN_DMM_003,False,Medium,3,False,0.0,Credit limit exceeded.
VIS_DMM_001048,2025-02-17,CUS_DMM_0023,SAL_DMM_003,VAN_DMM_003,False,Low,1,True,960.48,Repeat order; no issues.
VIS_DMM_001433,2025-02-17,CUS_DMM_0032,SAL_DMM_003,VAN_DMM_003,False,High,4,True,9593.9,Standard visit; order processed.
VIS_DMM_001826,2025-02-17,CUS_DMM_0039,SAL_DMM_001,VAN_DMM_001,True,Medium,3,False,0.0,Customer not available.
VIS_DMM_001880,2025-02-17,CUS_DMM_0040,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,3432.9,Seasonal top-up order.
VIS_DMM_001972,2025-02-17,CUS_DMM_0042,SAL_DMM_002,VAN_DMM_002,False,Medium,2,False,0.0,Competitor promotion; no order.
VIS_DMM_002395,2025-02-17,CUS_DMM_0052,SAL_DMM_002,VAN_DMM_002,False,High,3,True,11738.08,Client satisfied with delivery.
VIS_DMM_002925,2025-02-17,CUS_DMM_0062,SAL_DMM_001,VAN_DMM_001,True,High,4,True,7955.59,Standard visit; order processed.
VIS_DMM_003596,2025-02-17,CUS_DMM_0076,SAL_DMM_001,VAN_DMM_001,False,Medium,3,False,0.0,Shop closed at time of visit.
VIS_DMM_004479,2025-02-17,CUS_DMM_0095,SAL_DMM_002,VAN_DMM_002,False,Medium,2,False,0.0,Credit limit exceeded.
VIS_JED_000265,2025-02-17,CUS_JED_0007,SAL_JED_001,VAN_JED_001,True,High,4,True,10894.26,Client satisfied with delivery.
VIS_JED_000367,2025-02-17,CUS_JED_0009,SAL_JED_002,VAN_JED_002,False,Medium,2,True,6137.91,Promotional items ordered.
VIS_JED_000941,2025-02-17,CUS_JED_0022,SAL_JED_002,VAN_JED_002,False,Medium,3,True,8660.05,Repeat order; no issues.
VIS_JED_001204,2025-02-17,CUS_JED_0028,SAL_JED_002,VAN_JED_002,False,High,4,True,4350.49,Client satisfied with delivery.
VIS_JED_001717,2025-02-17,CUS_JED_0039,SAL_JED_001,VAN_JED_001,True,Medium,3,False,0.0,Shop closed at time of visit.
VIS_JED_002006,2025-02-17,CUS_JED_0045,SAL_JED_001,VAN_JED_001,True,Low,1,True,1247.38,Standard visit; order processed.
VIS_JED_003220,2025-02-17,CUS_JED_0069,SAL_JED_003,VAN_JED_003,False,High,4,True,4391.04,Paid on delivery.
VIS_JED_004034,2025-02-17,CUS_JED_0085,SAL_JED_001,VAN_JED_001,True,High,4,True,14341.99,Paid on delivery.
VIS_JED_004417,2025-02-17,CUS_JED_0093,SAL_JED_001,VAN_JED_001,False,Medium,3,False,0.0,Competitor promotion; no order.
VIS_JED_004556,2025-02-17,CUS_JED_0096,SAL_JED_001,VAN_JED_001,True,Low,1,False,0.0,Customer requested reschedule.
VIS_RUH_000335,2025-02-17,CUS_RUH_0008,SAL_RUH_001,VAN_RUH_001,False,High,4,True,4074.29,Paid on delivery.
VIS_RUH_000451,2025-02-17,CUS_RUH_0010,SAL_RUH_001,VAN_RUH_001,False,Medium,3,True,1096.8,Order placed successfully.
VIS_RUH_001369,2025-02-17,CUS_RUH_0028,SAL_RUH_003,VAN_RUH_003,False,Low,1,False,0.0,Payment overdue; order withheld.
VIS_RUH_001743,2025-02-17,CUS_RUH_0036,SAL_RUH_003,VAN_RUH_003,False,Low,1,True,422.3,New SKUs added to order.
VIS_RUH_001984,2025-02-17,CUS_RUH_0042,SAL_RUH_001,VAN_RUH_001,False,Medium,2,True,952.3,Full order confirmed.
VIS_RUH_002242,2025-02-17,CUS_RUH_0047,SAL_RUH_001,VAN_RUH_001,False,Medium,2,False,0.0,Order cancelled by customer.
VIS_RUH_002431,2025-02-17,CUS_RUH_0052,SAL_RUH_002,VAN_RUH_002,False,High,4,True,898.6,Paid on delivery.
VIS_RUH_002972,2025-02-17,CUS_RUH_0063,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,9055.97,Seasonal top-up order.
VIS_RUH_003380,2025-02-17,CUS_RUH_0072,SAL_RUH_001,VAN_RUH_001,False,Low,1,True,1083.81,Seasonal top-up order.
VIS_RUH_003580,2025-02-17,CUS_RUH_0077,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,1120.9,Client satisfied with delivery.
VIS_RUH_003741,2025-02-17,CUS_RUH_0080,SAL_RUH_002,VAN_RUH_002,False,High,4,True,9690.21,Promotional items ordered.
VIS_RUH_004284,2025-02-17,CUS_RUH_0092,SAL_RUH_002,VAN_RUH_002,False,Medium,2,True,228.43,Repeat order; no issues.
VIS_RUH_004418,2025-02-17,CUS_RUH_0095,SAL_RUH_003,VAN_RUH_003,False,Medium,3,True,4194.28,Paid on delivery.
VIS_DMM_000075,2025-02-18,CUS_DMM_0003,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,695.3,Paid on delivery.
VIS_DMM_000130,2025-02-18,CUS_DMM_0005,SAL_DMM_001,VAN_DMM_001,False,High,4,True,3847.3,New SKUs added to order.
VIS_DMM_000334,2025-02-18,CUS_DMM_0009,SAL_DMM_001,VAN_DMM_001,False,Low,1,False,0.0,Shop closed at time of visit.
VIS_DMM_000630,2025-02-18,CUS_DMM_0015,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,3386.84,Paid on delivery.
VIS_DMM_001217,2025-02-18,CUS_DMM_0027,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,1096.68,Full order confirmed.
VIS_DMM_001545,2025-02-18,CUS_DMM_0034,SAL_DMM_001,VAN_DMM_001,True,High,4,True,4501.41,Paid on delivery.
VIS_DMM_001761,2025-02-18,CUS_DMM_0038,SAL_DMM_002,VAN_DMM_002,False,High,4,True,9069.38,Paid on delivery.
VIS_DMM_001907,2025-02-18,CUS_DMM_0041,SAL_DMM_002,VAN_DMM_002,False,High,4,False,0.0,Order cancelled by customer.
VIS_DMM_002261,2025-02-18,CUS_DMM_0049,SAL_DMM_003,VAN_DMM_003,False,High,4,False,0.0,No decision-maker present.
VIS_DMM_002499,2025-02-18,CUS_DMM_0054,SAL_DMM_001,VAN_DMM_001,True,High,4,True,4435.55,Seasonal top-up order.
VIS_DMM_002564,2025-02-18,CUS_DMM_0055,SAL_DMM_001,VAN_DMM_001,False,High,4,True,12623.73,Standard visit; order processed.
VIS_DMM_002629,2025-02-18,CUS_DMM_0056,SAL_DMM_002,VAN_DMM_002,False,High,4,False,0.0,Payment overdue; order withheld.
VIS_DMM_003013,2025-02-18,CUS_DMM_0064,SAL_DMM_001,VAN_DMM_001,False,Medium,3,True,512.64,Paid on delivery.
VIS_DMM_003308,2025-02-18,CUS_DMM_0070,SAL_DMM_002,VAN_DMM_002,False,High,3,False,0.0,No decision-maker present.
VIS_DMM_003718,2025-02-18,CUS_DMM_0078,SAL_DMM_003,VAN_DMM_003,False,High,4,True,14507.72,Seasonal top-up order.
VIS_DMM_003819,2025-02-18,CUS_DMM_0080,SAL_DMM_001,VAN_DMM_001,False,High,4,False,0.0,Payment overdue; order withheld.
VIS_DMM_003917,2025-02-18,CUS_DMM_0082,SAL_DMM_003,VAN_DMM_003,False,High,4,False,0.0,Credit limit exceeded.
VIS_DMM_004329,2025-02-18,CUS_DMM_0091,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,832.1,Paid on delivery.
VIS_DMM_004634,2025-02-18,CUS_DMM_0098,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,964.69,Promotional items ordered.
VIS_JED_000030,2025-02-18,CUS_JED_0002,SAL_JED_003,VAN_JED_003,False,High,4,True,3351.04,Client satisfied with delivery.
VIS_JED_000146,2025-02-18,CUS_JED_0004,SAL_JED_001,VAN_JED_001,False,Low,1,True,505.76,Standard visit; order processed.
VIS_JED_000177,2025-02-18,CUS_JED_0005,SAL_JED_001,VAN_JED_001,True,Low,1,True,568.65,Paid on delivery.
VIS_JED_001022,2025-02-18,CUS_JED_0024,SAL_JED_003,VAN_JED_003,False,Low,1,True,1015.37,Promotional items ordered.
VIS_JED_001352,2025-02-18,CUS_JED_0031,SAL_JED_001,VAN_JED_001,False,Medium,3,True,1041.7,New SKUs added to order.
VIS_JED_001560,2025-02-18,CUS_JED_0035,SAL_JED_003,VAN_JED_003,False,Low,1,True,898.78,Full order confirmed.
VIS_JED_001766,2025-02-18,CUS_JED_0040,SAL_JED_001,VAN_JED_001,False,Medium,2,True,1592.5,Repeat order; no issues.
VIS_JED_002153,2025-02-18,CUS_JED_0048,SAL_JED_002,VAN_JED_002,False,High,4,False,0.0,Credit limit exceeded.
VIS_JED_002422,2025-02-18,CUS_JED_0053,SAL_JED_003,VAN_JED_003,False,High,3,True,938.75,Promotional items ordered.
VIS_JED_002876,2025-02-18,CUS_JED_0061,SAL_JED_002,VAN_JED_002,False,Medium,3,False,0.0,Customer not available.
VIS_JED_002932,2025-02-18,CUS_JED_0062,SAL_JED_001,VAN_JED_001,False,Low,1,False,0.0,No decision-maker present.
VIS_JED_003183,2025-02-18,CUS_JED_0068,SAL_JED_001,VAN_JED_001,True,Low,1,True,3588.25,Seasonal top-up order.
VIS_JED_003633,2025-02-18,CUS_JED_0077,SAL_JED_002,VAN_JED_002,False,Low,2,False,0.0,Competitor promotion; no order.
VIS_JED_003740,2025-02-18,CUS_JED_0079,SAL_JED_002,VAN_JED_002,False,Medium,2,False,0.0,Payment overdue; order withheld.
VIS_JED_003987,2025-02-18,CUS_JED_0084,SAL_JED_003,VAN_JED_003,False,Medium,2,False,0.0,Cold-chain issue; order deferred.
VIS_JED_004097,2025-02-18,CUS_JED_0086,SAL_JED_001,VAN_JED_001,True,High,4,True,796.39,Repeat order; no issues.
VIS_JED_004162,2025-02-18,CUS_JED_0087,SAL_JED_002,VAN_JED_002,False,High,4,False,0.0,Customer not available.
VIS_JED_004352,2025-02-18,CUS_JED_0091,SAL_JED_003,VAN_JED_003,False,Medium,2,True,553.09,Promotional items ordered.
VIS_JED_004687,2025-02-18,CUS_JED_0100,SAL_JED_003,VAN_JED_003,False,Medium,2,True,3058.37,Order placed successfully.
VIS_RUH_000056,2025-02-18,CUS_RUH_0002,SAL_RUH_002,VAN_RUH_002,False,High,4,True,2712.93,Invoice issued.
VIS_RUH_000195,2025-02-18,CUS_RUH_0005,SAL_RUH_001,VAN_RUH_001,False,High,4,True,3199.83,Repeat order; no issues.
VIS_RUH_000709,2025-02-18,CUS_RUH_0015,SAL_RUH_001,VAN_RUH_001,False,Low,1,True,1926.38,Full order confirmed.
VIS_RUH_001135,2025-02-18,CUS_RUH_0024,SAL_RUH_002,VAN_RUH_002,False,Medium,3,True,2210.77,Seasonal top-up order.
VIS_RUH_001304,2025-02-18,CUS_RUH_0027,SAL_RUH_002,VAN_RUH_002,True,High,4,True,17964.01,Repeat order; no issues.
VIS_RUH_001830,2025-02-18,CUS_RUH_0038,SAL_RUH_001,VAN_RUH_001,False,High,3,True,868.23,Client satisfied with delivery.
VIS_RUH_002027,2025-02-18,CUS_RUH_0043,SAL_RUH_002,VAN_RUH_002,True,Medium,3,False,0.0,Customer requested reschedule.
VIS_RUH_002310,2025-02-18,CUS_RUH_0049,SAL_RUH_001,VAN_RUH_001,False,Low,1,True,273.92,Order placed successfully.
VIS_RUH_002372,2025-02-18,CUS_RUH_0051,SAL_RUH_002,VAN_RUH_002,True,Medium,3,False,0.0,Cold-chain issue; order deferred.
VIS_RUH_003012,2025-02-18,CUS_RUH_0064,SAL_RUH_001,VAN_RUH_001,False,Medium,2,False,0.0,No decision-maker present.
VIS_RUH_003515,2025-02-18,CUS_RUH_0076,SAL_RUH_003,VAN_RUH_003,False,High,4,True,12001.64,Repeat order; no issues.
VIS_RUH_003805,2025-02-18,CUS_RUH_0081,SAL_RUH_002,VAN_RUH_002,False,High,4,True,16302.93,Full order confirmed.
VIS_RUH_004472,2025-02-18,CUS_RUH_0096,SAL_RUH_002,VAN_RUH_002,True,High,4,True,11831.03,Full order confirmed.
VIS_DMM_000227,2025-02-19,CUS_DMM_0007,SAL_DMM_003,VAN_DMM_003,False,Low,2,False,0.0,Competitor promotion; no order.
VIS_DMM_000368,2025-02-19,CUS_DMM_0010,SAL_DMM_001,VAN_DMM_001,False,Medium,3,False,0.0,No decision-maker present.
VIS_DMM_000845,2025-02-19,CUS_DMM_0019,SAL_DMM_001,VAN_DMM_001,True,Medium,3,True,3067.8,Standard visit; order processed.
VIS_DMM_000984,2025-02-19,CUS_DMM_0022,SAL_DMM_003,VAN_DMM_003,False,High,4,True,3236.17,New SKUs added to order.
VIS_DMM_001497,2025-02-19,CUS_DMM_0033,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,3107.33,Promotional items ordered.
VIS_DMM_001702,2025-02-19,CUS_DMM_0037,SAL_DMM_002,VAN_DMM_002,False,Medium,3,True,11124.02,Standard visit; order processed.
VIS_DMM_002013,2025-02-19,CUS_DMM_0043,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,690.91,Paid on delivery.
VIS_DMM_002173,2025-02-19,CUS_DMM_0047,SAL_DMM_001,VAN_DMM_001,False,High,3,True,2511.99,Standard visit; order processed.
VIS_DMM_002354,2025-02-19,CUS_DMM_0051,SAL_DMM_001,VAN_DMM_001,True,Medium,2,False,0.0,Customer not available.
VIS_DMM_002448,2025-02-19,CUS_DMM_0053,SAL_DMM_003,VAN_DMM_003,False,Medium,3,True,4214.5,New SKUs added to order.
VIS_DMM_003163,2025-02-19,CUS_DMM_0067,SAL_DMM_001,VAN_DMM_001,True,High,4,True,2438.09,Paid on delivery.
VIS_DMM_003227,2025-02-19,CUS_DMM_0068,SAL_DMM_001,VAN_DMM_001,False,High,3,True,245.29,Order placed successfully.
VIS_DMM_004159,2025-02-19,CUS_DMM_0088,SAL_DMM_002,VAN_DMM_002,False,Medium,2,True,13121.59,Repeat order; no issues.
VIS_DMM_004412,2025-02-19,CUS_DMM_0093,SAL_DMM_003,VAN_DMM_003,False,Low,1,False,0.0,Payment overdue; order withheld.
VIS_DMM_004683,2025-02-19,CUS_DMM_0099,SAL_DMM_003,VAN_DMM_003,False,Medium,2,True,1016.87,Full order confirmed.
VIS_JED_000484,2025-02-19,CUS_JED_0012,SAL_JED_002,VAN_JED_002,False,High,4,False,0.0,No decision-maker present.
VIS_JED_000641,2025-02-19,CUS_JED_0015,SAL_JED_002,VAN_JED_002,False,Low,1,True,990.22,New SKUs added to order.
VIS_JED_001085,2025-02-19,CUS_JED_0026,SAL_JED_002,VAN_JED_002,False,High,3,False,0.0,Credit limit exceeded.
VIS_JED_001409,2025-02-19,CUS_JED_0032,SAL_JED_002,VAN_JED_002,False,Medium,3,False,0.0,Order cancelled by customer.
VIS_JED_002479,2025-02-19,CUS_JED_0054,SAL_JED_001,VAN_JED_001,True,High,4,True,15287.45,Promotional items ordered.
VIS_JED_002761,2025-02-19,CUS_JED_0059,SAL_JED_001,VAN_JED_001,False,Medium,3,True,1088.44,Order placed successfully.
VIS_JED_003025,2025-02-19,CUS_JED_0065,SAL_JED_003,VAN_JED_003,False,High,4,True,19525.03,Repeat order; no issues.
VIS_JED_003497,2025-02-19,CUS_JED_0074,SAL_JED_002,VAN_JED_002,False,Medium,2,True,2762.59,Paid on delivery.
VIS_JED_003569,2025-02-19,CUS_JED_0076,SAL_JED_001,VAN_JED_001,False,High,4,True,8352.03,Client satisfied with delivery.
VIS_JED_003782,2025-02-19,CUS_JED_0080,SAL_JED_003,VAN_JED_003,False,High,4,True,17204.64,Standard visit; order processed.
VIS_RUH_000398,2025-02-19,CUS_RUH_0009,SAL_RUH_003,VAN_RUH_003,False,Medium,3,False,0.0,Credit limit exceeded.
VIS_RUH_000837,2025-02-19,CUS_RUH_0018,SAL_RUH_001,VAN_RUH_001,False,High,4,True,1408.31,Seasonal top-up order.
VIS_RUH_000901,2025-02-19,CUS_RUH_0019,SAL_RUH_002,VAN_RUH_002,False,High,4,True,2613.65,Repeat order; no issues.
VIS_RUH_001679,2025-02-19,CUS_RUH_0035,SAL_RUH_003,VAN_RUH_003,False,High,4,True,10534.97,Repeat order; no issues.
VIS_RUH_001916,2025-02-19,CUS_RUH_0040,SAL_RUH_002,VAN_RUH_002,False,Low,1,True,882.76,Client satisfied with delivery.
VIS_RUH_002141,2025-02-19,CUS_RUH_0045,SAL_RUH_003,VAN_RUH_003,False,Medium,2,False,0.0,Stock sufficient; no order needed.
VIS_RUH_002560,2025-02-19,CUS_RUH_0054,SAL_RUH_003,VAN_RUH_003,False,High,4,True,826.07,Invoice issued.
VIS_RUH_002853,2025-02-19,CUS_RUH_0061,SAL_RUH_001,VAN_RUH_001,False,High,4,True,12128.78,Promotional items ordered.
VIS_RUH_003635,2025-02-19,CUS_RUH_0078,SAL_RUH_002,VAN_RUH_002,True,Medium,2,True,3879.9,Invoice issued.
VIS_RUH_004329,2025-02-19,CUS_RUH_0093,SAL_RUH_003,VAN_RUH_003,False,Medium,2,True,895.72,New SKUs added to order.
VIS_RUH_004367,2025-02-19,CUS_RUH_0094,SAL_RUH_001,VAN_RUH_001,False,Medium,3,True,935.48,New SKUs added to order.
VIS_DMM_000102,2025-02-20,CUS_DMM_0004,SAL_DMM_001,VAN_DMM_001,True,Low,1,False,0.0,Competitor promotion; no order.
VIS_DMM_000270,2025-02-20,CUS_DMM_0008,SAL_DMM_002,VAN_DMM_002,False,High,4,True,8592.35,Repeat order; no issues.
VIS_DMM_000683,2025-02-20,CUS_DMM_0016,SAL_DMM_002,VAN_DMM_002,False,High,4,True,16197.78,New SKUs added to order.
VIS_DMM_000803,2025-02-20,CUS_DMM_0018,SAL_DMM_001,VAN_DMM_001,True,Medium,2,True,695.83,Promotional items ordered.
VIS_DMM_001303,2025-02-20,CUS_DMM_0029,SAL_DMM_002,VAN_DMM_002,False,Medium,3,True,1071.89,Client satisfied with delivery.
VIS_DMM_001390,2025-02-20,CUS_DMM_0031,SAL_DMM_001,VAN_DMM_001,False,Medium,2,True,589.37,Order placed successfully.
VIS_DMM_002228,2025-02-20,CUS_DMM_0048,SAL_DMM_001,VAN_DMM_001,False,Low,1,True,672.68,Client satisfied with delivery.
