schedule_date,sales_id,territory_id,customer_id,truck_group,shop_name,locality,gps_lat,gps_lng,rfm_segment_final,final_customer_score,rfm_combined,customer_rank,seasonality_score,territory_score,locality_score,rating_score,lifecycle_state,cold_truck_required,estimated_visit_minutes,estimated_travel_minutes,warehouse_to_customer_km,route_leg_km,cumulative_route_km,visit_cap,fallback_used,route_rank
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,2.38,36.781,15,False,11
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0014,cold,Al Malki Trading Fresh Meat,Al Shati,26.455516,50.108176,High,0.7118678068101818,0.5859460334886766,3,0.9565421658444914,0.1552674366136382,1.0,0.75,Active,True,22,3,18.918,2.833,32.682,15,False,9
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0079,cold,Al Rajhi Trading Fresh Meat,Al Nuzha,26.433309,50.046246,High,0.6656166118743883,0.6648525521339231,4,0.7512874722177048,0.1552674366136382,0.5876260569414379,1.0,Dormant,True,22,3,19.491,1.629,20.788,15,False,4
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0004,cold,Al Manar Cold Store,Al Nuzha,26.450547,50.051529,High,0.6504672881056847,0.5794134364254273,5,0.9813752139333534,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,20.774,3.935,27.0,15,False,7
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0065,cold,Al Rawabi Al Mazruiyah Cold Store,Al Mazruiyah,26.451158,50.080141,High,0.6370126466889345,0.7635368153561005,6,0.8035705896171011,0.1552674366136382,0.0,0.75,At Risk,True,22,3,19.463,2.849,29.849,15,False,8
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,1.924,22.712,15,False,5
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0036,cold,Al Zahrani Trading Butchery,Al Faisaliyah,26.435024,50.062498,Medium,0.5991667358890009,0.4441820098678993,10,0.9675656164595472,0.1552674366136382,0.1569750334261321,1.0,Active,True,22,3,18.731,0.534,19.158,6,False,3
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0039,cold,Al Rawabi Frozen Foods,Al Badiyah,26.401676,50.072571,Medium,0.5817824884532535,0.5511028450061622,13,0.6546692105398854,0.1552674366136382,0.4941384362745916,1.0,Active,True,22,3,15.104,15.104,15.104,6,False,1
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0067,cold,Al Subaie Chilled Foods,Al Shati,26.470419,50.112774,Medium,0.5709297754673888,0.4630583194727791,15,0.650599013389711,0.1552674366136382,1.0,0.75,Active,True,22,3,20.393,1.719,34.401,6,False,10
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0019,cold,Al Zahrani Trading Frozen Foods,Al Badiyah,26.431079,50.059445,Medium,0.5416316947724567,0.4651949991530587,17,0.9687103594080338,0.1552674366136382,0.4941384362745916,0.0,Active,True,22,3,18.53,3.521,18.625,6,False,2
2026-07-08,SAL_DMM_001,TER_DMM,CUS_DMM_0051,cold,Al Rashid Chilled Foods,Al Nuzha,26.423303,50.026301,Low,0.3404382154976752,0.2178298820573216,22,0.346723044397463,0.1552674366136382,0.5876260569414379,0.75,Active,True,22,3,19.911,0.353,23.064,4,False,6
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0062,cold,Al Rawabi Cold Store,Al Shati,26.476976,50.119442,High,0.8107618811384808,0.9633961594080849,1,0.94958891237961,0.1552674366136382,1.0,0.25,New,True,22,3,20.954,2.637,32.396,15,False,7
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,1.548,33.944,15,False,8
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0014,cold,Al Malki Trading Fresh Meat,Al Shati,26.455516,50.108176,High,0.7118678068101818,0.5859460334886766,3,0.9565421658444914,0.1552674366136382,1.0,0.75,Active,True,22,3,18.918,5.666,29.76,15,False,6
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0079,cold,Al Rajhi Trading Fresh Meat,Al Nuzha,26.433309,50.046246,High,0.6656166118743883,0.6648525521339231,4,0.7512874722177048,0.1552674366136382,0.5876260569414379,1.0,Dormant,True,22,3,19.491,1.924,22.106,15,False,4
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0004,cold,Al Manar Cold Store,Al Nuzha,26.450547,50.051529,High,0.6504672881056847,0.5794134364254273,5,0.9813752139333534,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,20.774,1.988,24.093,15,False,5
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,2.823,20.182,15,False,3
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0066,cold,Al Nada Fresh Cold Store,Al Badiyah,26.41396,50.058203,Medium,0.6142529659786851,0.8647097698395245,8,0.4280949025135071,0.1552674366136382,0.4941384362745916,0.75,Dormant,True,22,3,17.057,17.057,17.057,6,False,1
2026-07-09,SAL_DMM_001,TER_DMM,CUS_DMM_0018,cold,Al Badiyah Chilled Foods,Al Badiyah,26.414787,50.055319,Low,0.3687653787330972,0.4275827760933544,21,0.2759722700231083,0.1552674366136382,0.4941384362745916,0.5,At Risk,True,22,3,17.306,0.302,17.358,4,False,2
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,4.099,36.2,15,False,9
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0014,cold,Al Malki Trading Fresh Meat,Al Shati,26.455516,50.108176,High,0.7118678068101818,0.5859460334886766,3,0.9565421658444914,0.1552674366136382,1.0,0.75,Active,True,22,3,18.918,2.833,32.1,15,False,8
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0079,cold,Al Rajhi Trading Fresh Meat,Al Nuzha,26.433309,50.046246,High,0.6656166118743883,0.6648525521339231,4,0.7512874722177048,0.1552674366136382,0.5876260569414379,1.0,Dormant,True,22,3,19.491,1.924,24.431,15,False,5
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0004,cold,Al Manar Cold Store,Al Nuzha,26.450547,50.051529,High,0.6504672881056847,0.5794134364254273,5,0.9813752139333534,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,20.774,1.988,26.418,15,False,6
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0065,cold,Al Rawabi Al Mazruiyah Cold Store,Al Mazruiyah,26.451158,50.080141,High,0.6370126466889345,0.7635368153561005,6,0.8035705896171011,0.1552674366136382,0.0,0.75,At Risk,True,22,3,19.463,2.849,29.268,15,False,7
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,0.856,22.507,15,False,4
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0011,cold,Al Qassim Fresh Meat Shop,Al Nuzha,26.414641,50.062536,Medium,0.6077208447728992,0.4845018419408928,9,0.9654358621367816,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,16.857,1.65,18.984,6,False,2
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0071,cold,Al Jazeera Al Faisaliyah Fresh Meat,Al Faisaliyah,26.426096,50.07307,Low,0.4793929218092198,0.4096808100942725,18,0.6143211692251125,0.1552674366136382,0.1569750334261321,1.0,Active,True,22,3,17.334,17.334,17.334,4,False,1
2026-07-11,SAL_DMM_001,TER_DMM,CUS_DMM_0028,cold,Al Malki Trading Chilled Foods,Al Nuzha,26.420985,50.036704,Low,0.4557900307276054,0.3508182996247478,20,0.5539112050739957,0.1552674366136382,0.5876260569414379,0.75,Active,True,22,3,19.024,2.667,21.651,4,False,3
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0062,cold,Al Rawabi Cold Store,Al Shati,26.476976,50.119442,High,0.8107618811384808,0.9633961594080849,1,0.94958891237961,0.1552674366136382,1.0,0.25,New,True,22,3,20.954,2.637,37.062,15,False,10
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,1.258,39.368,15,False,12
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0014,cold,Al Malki Trading Fresh Meat,Al Shati,26.455516,50.108176,High,0.7118678068101818,0.5859460334886766,3,0.9565421658444914,0.1552674366136382,1.0,0.75,Active,True,22,3,18.918,2.833,34.425,15,False,9
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0079,cold,Al Rajhi Trading Fresh Meat,Al Nuzha,26.433309,50.046246,High,0.6656166118743883,0.6648525521339231,4,0.7512874722177048,0.1552674366136382,0.5876260569414379,1.0,Dormant,True,22,3,19.491,1.924,22.343,15,False,4
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0004,cold,Al Manar Cold Store,Al Nuzha,26.450547,50.051529,High,0.6504672881056847,0.5794134364254273,5,0.9813752139333534,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,20.774,1.988,24.33,15,False,5
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0065,cold,Al Rawabi Al Mazruiyah Cold Store,Al Mazruiyah,26.451158,50.080141,High,0.6370126466889345,0.7635368153561005,6,0.8035705896171011,0.1552674366136382,0.0,0.75,At Risk,True,22,3,19.463,1.532,31.592,15,False,8
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,3.123,20.419,15,False,3
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0066,cold,Al Nada Fresh Cold Store,Al Badiyah,26.41396,50.058203,Medium,0.6142529659786851,0.8647097698395245,8,0.4280949025135071,0.1552674366136382,0.4941384362745916,0.75,Dormant,True,22,3,17.057,0.438,17.295,6,False,2
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0011,cold,Al Qassim Fresh Meat Shop,Al Nuzha,26.414641,50.062536,Medium,0.6077208447728992,0.4845018419408928,9,0.9654358621367816,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,16.857,16.857,16.857,6,False,1
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0060,cold,Al Nada Fresh Butchery,Al Faisaliyah,26.425413,50.077664,Medium,0.5785621302218735,0.4448132975947265,14,0.9813752139333534,0.1552674366136382,0.1569750334261321,0.75,Active,True,22,3,17.036,3.819,28.149,6,False,6
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0050,cold,Al Saleh Fresh Meat,Al Mazruiyah,26.439593,50.088509,Low,0.4781483966339743,0.4433922267331142,19,0.9508825409312159,0.1552674366136382,0.0,0.0,Dormant,True,22,3,17.947,1.911,30.06,4,False,7
2026-07-12,SAL_DMM_001,TER_DMM,CUS_DMM_0024,cold,Al Safa Fresh Fresh Meat,Al Shati,26.482392,50.128076,Low,0.2541952951330896,0.07325293665622118,23,0.03122458936412425,0.1552674366136382,1.0,1.0,Dormant,True,22,3,21.387,1.049,38.111,4,False,11
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0062,cold,Al Rawabi Cold Store,Al Shati,26.476976,50.119442,High,0.8107618811384808,0.9633961594080849,1,0.94958891237961,0.1552674366136382,1.0,0.25,New,True,22,3,20.954,4.852,33.137,15,False,6
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,1.548,34.685,15,False,7
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0004,cold,Al Manar Cold Store,Al Nuzha,26.450547,50.051529,High,0.6504672881056847,0.5794134364254273,5,0.9813752139333534,0.1552674366136382,0.5876260569414379,0.5,Active,True,22,3,20.774,3.604,23.731,15,False,3
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0065,cold,Al Rawabi Al Mazruiyah Cold Store,Al Mazruiyah,26.451158,50.080141,High,0.6370126466889345,0.7635368153561005,6,0.8035705896171011,0.1552674366136382,0.0,0.75,At Risk,True,22,3,19.463,2.511,28.285,15,False,5
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,5.023,20.127,15,False,2
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0036,cold,Al Zahrani Trading Butchery,Al Faisaliyah,26.435024,50.062498,Medium,0.5991667358890009,0.4441820098678993,10,0.9675656164595472,0.1552674366136382,0.1569750334261321,1.0,Active,True,22,3,18.731,2.043,25.774,6,False,4
2026-07-13,SAL_DMM_001,TER_DMM,CUS_DMM_0039,cold,Al Rawabi Frozen Foods,Al Badiyah,26.401676,50.072571,Medium,0.5817824884532535,0.5511028450061622,13,0.6546692105398854,0.1552674366136382,0.4941384362745916,1.0,Active,True,22,3,15.104,15.104,15.104,6,False,1
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0062,cold,Al Rawabi Cold Store,Al Shati,26.476976,50.119442,High,0.8107618811384808,0.9633961594080849,1,0.94958891237961,0.1552674366136382,1.0,0.25,New,True,22,3,20.954,4.852,31.534,15,False,7
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0079,cold,Al Rajhi Trading Fresh Meat,Al Nuzha,26.433309,50.046246,High,0.6656166118743883,0.6648525521339231,4,0.7512874722177048,0.1552674366136382,0.5876260569414379,1.0,Dormant,True,22,3,19.491,2.645,20.559,15,False,4
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0065,cold,Al Rawabi Al Mazruiyah Cold Store,Al Mazruiyah,26.451158,50.080141,High,0.6370126466889345,0.7635368153561005,6,0.8035705896171011,0.1552674366136382,0.0,0.75,At Risk,True,22,3,19.463,2.873,26.681,15,False,6
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0054,cold,Al Baraka Al Badiyah Meat Shop,Al Badiyah,26.409986,50.051463,Medium,0.5914623168683313,0.5092571075992289,11,0.7427296217993892,0.1552674366136382,0.4941384362745916,1.0,Active,True,22,3,17.137,1.11,17.914,6,False,3
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0086,cold,Al Waha Fresh Meat,Al Badiyah,26.395673,50.048235,Medium,0.5875775742557714,0.4561336486507839,12,0.8006117583554496,0.1552674366136382,0.4941384362745916,1.0,Active,True,22,3,16.184,16.184,16.184,6,False,1
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0060,cold,Al Nada Fresh Butchery,Al Faisaliyah,26.425413,50.077664,Medium,0.5785621302218735,0.4448132975947265,14,0.9813752139333534,0.1552674366136382,0.1569750334261321,0.75,Active,True,22,3,17.036,3.249,23.808,6,False,5
2026-07-14,SAL_DMM_001,TER_DMM,CUS_DMM_0034,cold,Al Ghamdi Meat Shop,Al Badiyah,26.400018,50.052128,Medium,0.5423077027760463,0.6248748006983262,16,0.5080573173596429,0.1552674366136382,0.4941384362745916,0.75,At Risk,True,22,3,16.264,0.619,16.803,6,False,2
2026-07-15,SAL_DMM_001,TER_DMM,CUS_DMM_0096,cold,Al Madina Chilled Foods,Al Shati,26.490896,50.119746,High,0.8080164417509608,0.8697630320185931,2,0.9819482842738656,0.1552674366136382,1.0,0.5,New,True,22,3,22.465,2.38,32.999,15,False,6
2026-07-15,SAL_DMM_001,TER_DMM,CUS_DMM_0014,cold,Al Malki Trading Fresh Meat,Al Shati,26.455516,50.108176,High,0.7118678068101818,0.5859460334886766,3,0.9565421658444914,0.1552674366136382,1.0,0.75,Active,True,22,3,18.918,5.561,28.9,15,False,4
2026-07-15,SAL_DMM_001,TER_DMM,CUS_DMM_0026,cold,Al Jazeera Fresh Chilled Foods,Al Nuzha,26.424941,50.029333,High,0.627952828971265,0.5968021602293662,7,0.9664753850800362,0.1552674366136382,0.5876260569414379,0.25,Active,True,22,3,19.841,0.353,20.264,15,False,2
