customer_id,shop_name,gps_lat,gps_lng,locality,territory_id,customer_rating,review_rating,shop_category,cold_truck_required,volume_tier,payment_type,credit_limit,outstanding_balance,lifecycle_state,acquisition_date,preferred_visit_day,preferred_order_window
CUS_RUH_0077,Al Qassim Baqala,24.755545,46.610628,Hittin,TER_RUH,3,3.6,Mini Market,False,LOW,cash,0.0,0.0,Active,2024-07-12,Monday,Morning
CUS_RUH_0078,Al Nada Fresh Meat,24.703638,46.711765,Al Sulaymaniyah,TER_RUH,5,3.6,Butchery,True,MED,cash,0.0,0.0,Active,2025-02-05,Thursday,Midday
CUS_RUH_0079,Al Harbi Trading Cafe,24.735644,46.682458,Olaya,TER_RUH,3,2.9,Cafe,False,LOW,cash,0.0,0.0,Active,2025-07-25,Thursday,Morning
CUS_RUH_0080,Olaya Restaurant,24.7136,46.666396,Olaya,TER_RUH,4,4.5,Restaurant,False,MED,credit,25877.6,21472.02,New,2021-11-13,Monday,Midday
CUS_RUH_0081,Al Safa Chilled Foods,24.818175,46.628776,Al Yasmin,TER_RUH,4,4.3,Cold Store,True,HIGH,credit,49401.21,23258.61,Active,2024-10-08,Saturday,Morning
CUS_RUH_0082,Al Jazeera Kitchen,24.677349,46.720226,Al Malaz,TER_RUH,5,3.8,Restaurant,False,LOW,cash,0.0,0.0,Active,2023-10-28,Sunday,Morning
CUS_RUH_0083,Al Noor Al Yasmin Kitchen,24.821752,46.622093,Al Yasmin,TER_RUH,5,5.0,Restaurant,False,MED,cash,0.0,0.0,Active,2021-07-07,Tuesday,Morning
CUS_RUH_0084,Al Qassim Banquet Kitchen,24.705761,46.695571,Al Sulaymaniyah,TER_RUH,4,4.5,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2025-11-26,Wednesday,Midday
CUS_RUH_0085,Al Waha Al Sulaymaniyah Mini Market,24.725098,46.723998,Al Sulaymaniyah,TER_RUH,3,3.2,Mini Market,False,MED,credit,30610.5,6342.15,Active,2024-04-08,Sunday,Midday
CUS_RUH_0086,Al Malki Supermarket,24.695747,46.726904,Al Sulaymaniyah,TER_RUH,2,3.6,Supermarket,False,LOW,cash,0.0,0.0,New,2025-01-31,Saturday,Morning
CUS_RUH_0087,Al Baraka Fresh Banquet Kitchen,24.832098,46.639812,Al Yasmin,TER_RUH,4,3.5,Catering Kitchen,False,MED,cash,0.0,0.0,Active,2021-10-16,Tuesday,Midday
CUS_RUH_0088,Al Nada Catering Kitchen,24.70053,46.671023,Al Sulaymaniyah,TER_RUH,4,3.4,Catering Kitchen,False,LOW,credit,8595.38,6194.9,At Risk,2024-04-02,Tuesday,Midday
CUS_RUH_0089,Al Qahtani Grocery,24.760756,46.586725,Hittin,TER_RUH,2,4.9,Grocery,False,MED,credit,38343.56,9415.31,Active,2025-05-18,Tuesday,Midday
CUS_RUH_0090,Al Nakheel Fresh Hyper Mini,24.747495,46.596743,Hittin,TER_RUH,5,4.1,Supermarket,False,LOW,cash,0.0,0.0,Active,2021-09-14,Thursday,Afternoon
CUS_RUH_0091,Al Othman Corner Market,24.717431,46.693402,Al Sulaymaniyah,TER_RUH,3,4.6,Mini Market,False,LOW,cash,0.0,0.0,Active,2024-09-04,Thursday,Morning
CUS_RUH_0092,Al Nakheel Fresh Meat,24.701315,46.699034,Al Sulaymaniyah,TER_RUH,2,4.3,Butchery,True,HIGH,credit,93795.06,7073.62,Active,2023-10-14,Wednesday,Midday
CUS_RUH_0093,Al Othman Hyper Mini,24.713742,46.667159,Olaya,TER_RUH,3,4.0,Supermarket,False,LOW,cash,0.0,0.0,Active,2023-01-25,Saturday,Afternoon
CUS_RUH_0094,Al Saleh Hospitality Supplies,24.759261,46.603608,Hittin,TER_RUH,2,4.4,Hotel Kitchen,False,LOW,credit,6377.94,6195.97,At Risk,2025-09-25,Wednesday,Morning
CUS_RUH_0095,Al Subaie Trading Sweets & Bakery,24.844961,46.614841,Al Yasmin,TER_RUH,4,5.0,Bakery,False,HIGH,credit,51377.72,9415.46,Active,2022-07-01,Monday,Afternoon
CUS_RUH_0096,Al Qahtani Chilled Foods,24.741617,46.600318,Hittin,TER_RUH,5,4.3,Cold Store,True,LOW,cash,0.0,0.0,Churned,2025-11-25,Wednesday,Morning
CUS_RUH_0097,Al Madina Cold Store,24.704364,46.703481,Al Sulaymaniyah,TER_RUH,4,3.9,Cold Store,True,MED,cash,0.0,0.0,Active,2025-09-08,Sunday,Midday
CUS_RUH_0098,Al Manar Fresh Supermarket,24.821548,46.622887,Al Yasmin,TER_RUH,2,4.5,Supermarket,False,LOW,cash,0.0,0.0,Dormant,2023-09-26,Saturday,Midday
CUS_RUH_0099,Al Dana Butchery,24.76762,46.593607,Hittin,TER_RUH,3,4.5,Butchery,True,LOW,cash,0.0,0.0,Active,2025-01-20,Monday,Morning
CUS_RUH_0100,Al Manar Chilled Foods,24.671061,46.745173,Al Malaz,TER_RUH,2,4.3,Cold Store,True,LOW,cash,0.0,0.0,Active,2021-07-07,Monday,Morning
CUS_JED_0001,Al Tazaj Fresh Sweets & Bakery,21.576064,39.211316,Al Safa,TER_JED,4,4.4,Bakery,False,HIGH,credit,66001.96,12007.14,Active,2025-06-27,Tuesday,Morning
CUS_JED_0002,Al Madina Fresh Supermarket,21.601674,39.148247,Al Salamah,TER_JED,3,4.1,Supermarket,False,MED,cash,0.0,0.0,Active,2024-10-15,Thursday,Midday
CUS_JED_0003,Al Riyadh Al Hamra Bakery,21.540588,39.153939,Al Hamra,TER_JED,5,4.3,Bakery,False,MED,credit,35438.5,11463.72,New,2024-04-14,Thursday,Afternoon
CUS_JED_0004,Al Safa Hyper Mini,21.523923,39.158465,Al Hamra,TER_JED,4,4.6,Supermarket,False,LOW,cash,0.0,0.0,Dormant,2025-01-10,Monday,Midday
CUS_JED_0005,Al Nada Baqala,21.604095,39.158353,Al Salamah,TER_JED,4,4.7,Grocery,False,MED,cash,0.0,0.0,Dormant,2024-05-18,Monday,Midday
CUS_JED_0006,Al Shammari Trading Restaurant,21.585637,39.226359,Al Safa,TER_JED,1,3.8,Restaurant,False,MED,cash,0.0,0.0,Active,2022-01-26,Monday,Midday
CUS_JED_0007,Al Othman Banquet Kitchen,21.598451,39.146924,Al Salamah,TER_JED,5,4.1,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2023-12-11,Sunday,Afternoon
CUS_JED_0008,Al Dana Fresh Oven,21.601502,39.13859,Al Salamah,TER_JED,4,5.0,Bakery,False,LOW,cash,0.0,0.0,Churned,2025-05-26,Thursday,Afternoon
CUS_JED_0009,Al Hamra Hospitality Supplies,21.514871,39.146401,Al Hamra,TER_JED,3,4.6,Hotel Kitchen,False,HIGH,credit,118661.93,116957.48,At Risk,2024-01-12,Wednesday,Morning
CUS_JED_0010,Al Baraka Corner Market,21.624115,39.14106,Al Zahra,TER_JED,4,4.3,Mini Market,False,HIGH,credit,119963.55,113410.94,At Risk,2025-01-04,Saturday,Midday
CUS_JED_0011,Al Harbi Bakery,21.594662,39.137633,Al Salamah,TER_JED,4,4.0,Bakery,False,HIGH,credit,104614.84,22533.1,New,2022-04-26,Monday,Afternoon
CUS_JED_0012,Al Madina Al Hamra Hospitality Supplies,21.518574,39.172904,Al Hamra,TER_JED,5,3.9,Hotel Kitchen,False,HIGH,cash,0.0,0.0,Active,2024-05-26,Saturday,Afternoon
CUS_JED_0013,Al Tazaj Al Hamra Catering Kitchen,21.516904,39.157209,Al Hamra,TER_JED,5,4.2,Catering Kitchen,False,MED,credit,33055.65,8799.08,Active,2022-11-23,Thursday,Morning
CUS_JED_0014,Al Jazeera Fresh Baqala,21.608852,39.12354,Al Zahra,TER_JED,4,4.1,Grocery,False,MED,cash,0.0,0.0,Active,2025-12-03,Thursday,Midday
CUS_JED_0015,Al Zahrani Baqala,21.588159,39.211961,Al Safa,TER_JED,3,3.7,Grocery,False,MED,credit,24546.76,11514.08,Active,2024-04-18,Wednesday,Morning
CUS_JED_0016,Al Anazi Trading Mini Market,21.588013,39.200563,Al Safa,TER_JED,3,3.2,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-10-03,Sunday,Morning
CUS_JED_0017,Al Riyadh Sweets & Bakery,21.577309,39.215515,Al Safa,TER_JED,4,4.2,Bakery,False,LOW,credit,4071.45,4469.57,Dormant,2023-12-22,Sunday,Morning
CUS_JED_0018,Al Khaleej Fresh Food Store,21.631814,39.143889,Al Zahra,TER_JED,4,3.9,Grocery,False,LOW,cash,0.0,0.0,Active,2026-02-28,Saturday,Midday
CUS_JED_0019,Al Hamra Sweets & Bakery,21.525986,39.148964,Al Hamra,TER_JED,3,4.0,Bakery,False,LOW,cash,0.0,0.0,At Risk,2024-07-06,Monday,Morning
CUS_JED_0020,Al Tazaj Fresh Hospitality Supplies,21.591549,39.152409,Al Salamah,TER_JED,5,3.5,Hotel Kitchen,False,MED,credit,44618.17,11338.35,Active,2022-07-11,Wednesday,Afternoon
CUS_JED_0021,Al Saleh Trading Food Store,21.600648,39.167064,Al Salamah,TER_JED,2,3.9,Grocery,False,HIGH,credit,94223.27,50104.77,Active,2026-02-18,Monday,Afternoon
CUS_JED_0022,Al Qassim Hospitality Supplies,21.589924,39.226458,Al Safa,TER_JED,4,3.8,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2025-03-09,Saturday,Midday
CUS_JED_0023,Al Rajhi Food Store,21.617724,39.133653,Al Zahra,TER_JED,3,4.1,Grocery,False,LOW,cash,0.0,0.0,Active,2024-09-06,Tuesday,Morning
CUS_JED_0024,Al Waha Al Zahra Catering Kitchen,21.606495,39.133797,Al Zahra,TER_JED,3,4.3,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2021-07-07,Tuesday,Midday
CUS_JED_0025,Al Rawabi Kitchen,21.611142,39.160118,Al Salamah,TER_JED,5,5.0,Restaurant,False,LOW,cash,0.0,0.0,Active,2024-04-26,Sunday,Afternoon
CUS_JED_0026,Al Khaleej Fresh Cold Store,21.576759,39.228664,Al Safa,TER_JED,3,4.1,Cold Store,True,MED,cash,0.0,0.0,Churned,2025-03-14,Thursday,Afternoon
CUS_JED_0027,Al Tazaj Fresh Kitchen,21.61006,39.208311,Al Safa,TER_JED,3,3.5,Restaurant,False,MED,cash,0.0,0.0,Active,2025-05-12,Sunday,Afternoon
CUS_JED_0028,Al Rajhi Sweets & Bakery,21.58805,39.122777,Al Salamah,TER_JED,5,3.7,Bakery,False,HIGH,credit,114103.69,30408.56,Active,2023-01-09,Thursday,Morning
CUS_JED_0029,Al Safa Roastery,21.576851,39.219921,Al Safa,TER_JED,3,4.2,Cafe,False,MED,cash,0.0,0.0,Dormant,2022-03-07,Saturday,Afternoon
CUS_JED_0030,Al Riyadh Food Store,21.636328,39.145013,Al Zahra,TER_JED,4,3.7,Grocery,False,MED,cash,0.0,0.0,Active,2025-06-07,Tuesday,Morning
CUS_JED_0031,Al Ghamdi Hospitality Supplies,21.516083,39.167055,Al Hamra,TER_JED,3,3.3,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2023-03-18,Monday,Afternoon
CUS_JED_0032,Al Manar Baqala,21.586225,39.179482,Al Rawdah,TER_JED,3,3.7,Mini Market,False,MED,cash,0.0,0.0,Dormant,2022-05-23,Tuesday,Morning
CUS_JED_0033,Al Manar Fresh Fresh Meat,21.546308,39.181594,Al Rawdah,TER_JED,3,3.9,Butchery,True,HIGH,cash,0.0,0.0,Churned,2021-06-17,Monday,Afternoon
CUS_JED_0034,Al Shammari Oven,21.629139,39.114187,Al Zahra,TER_JED,5,3.7,Bakery,False,LOW,cash,0.0,0.0,Active,2024-01-13,Monday,Morning
CUS_JED_0035,Al Nada Fresh Cold Store,21.565659,39.165769,Al Rawdah,TER_JED,4,3.8,Cold Store,True,LOW,cash,0.0,0.0,Active,2025-08-27,Sunday,Morning
CUS_JED_0036,Al Baraka Butchery,21.622214,39.120568,Al Zahra,TER_JED,4,3.9,Butchery,True,MED,cash,0.0,0.0,At Risk,2024-02-01,Monday,Morning
CUS_JED_0037,Al Madina Kitchen,21.566955,39.171429,Al Rawdah,TER_JED,3,4.4,Restaurant,False,LOW,cash,0.0,0.0,Active,2023-06-05,Thursday,Morning
CUS_JED_0038,Al Rawabi Fresh Chilled Foods,21.552935,39.146624,Al Rawdah,TER_JED,4,4.7,Cold Store,True,LOW,cash,0.0,0.0,New,2024-12-28,Monday,Midday
